gl_capitalMu,gl_goodwillMu,gl_happinessMu,gl_total_value_destroyedMu,gl_valueProducedMu,unemploymentRate
-645170.012595543,4.740791965909092E7,-2992.184609987102,46551.320713857254,1579049.5909090908,0.0
-645170.0125955376,5.34824360909091E7,-3802.7398984486363,348714.5606671674,3694981.5454545454,0.0
-645170.0125955389,5.839438145454547E7,-4271.662975371713,715904.0229730224,3694981.5454545454,0.0
-645170.0125955399,5.870768825000001E7,-4546.852879217871,855962.1871004667,7020543.59090909,0.0
-645170.0125955611,6.023365104545455E7,-4908.165379217872,1232257.9773777793,7273832.318181817,0.0
-2346220.8838940854,1.5945774845454547E8,-1544.0796508643537,21468.554605947145,3701376.7272727275,0.0
-2346220.883894046,1.5807135804545456E8,-1865.0649646160205,218137.2564962333,6435883.863636363,0.0
-2346220.8838941,1.662608963181818E8,-2127.1263798363157,559515.0816680276,7385280.454545453,0.0
-2346220.883894081,1.5720666481818187E8,-2014.7765801033368,883089.5170045133,1.198069619122257E7,0.0
-2346220.883894153,1.5634739509090903E8,-2111.5803184210968,1178174.053839669,1.5718199636363635E7,0.0
-792725.926376793,1.741358593166667E8,-2115.537147849798,86199.55130463657,427302.75,0.0
-792725.9263767762,2753570.5333333327,-794.8492865781224,630356.9692989211,1238163.6916666667,0.0
-792725.9263768098,1.300793065833333E7,-1670.5891709711864,1026339.9171781703,1.1621403866666665E7,0.0
-792725.9263767618,2.2663464889583327E7,-1161.5776102775446,2214589.646581481,1.1621403866666665E7,0.0
-792725.926376812,3.038611386041667E7,702.9657423236094,4579662.422463833,1.1537242092771085E7,0.0
-3011969.7667334257,1.3500577396000007E8,-214.51267823496704,929879.8059211742,3.239078696E7,0.0
-3011969.766733444,6.734803582000002E7,162.54104077329754,4303738.774795698,1.0856586056000002E8,0.0
-3011969.7667334536,2.0469572054000002E8,758.1164539964406,8164593.3038787795,1.0998141586000001E8,0.0
-3011969.7667334927,1.3523195747133404E8,1337.0441399468482,1.3505935703802066E7,1.0998141586000001E8,0.0
-3011969.766733401,6.734803582000002E7,2015.386082095607,1.8375892040549766E7,1.0983006687133403E8,0.0
-2.6056794643722266E7,2.3284552625000007E7,-3146.992630941339,2449891.26453366,1.966817632142857E7,0.0
-2.6056794643722273E7,4.079561149999997E7,-4221.9810030343615,7630020.574582673,6.487731134642855E7,0.0
-2.6056794643722266E7,1.0403779811386198E8,-4509.789142569246,2.738980982193221E7,1.5673025962354785E8,0.0
-2.6056794643722285E7,6.1229978312499955E7,-4699.137979778547,3.972661843568115E7,1.719075639276083E8,0.0
-2.6056794643722225E7,1.1037496655136198E8,-4268.521700708781,7.226055398357347E7,1.7187567500573322E8,0.0
-4990599.698794911,1.0847614632724596E7,-3172.70055932798,356889.30010253005,2150920.797916667,0.0
-4990599.698794916,2.0022321502394874E7,-3179.8150374424586,925479.7641641198,4.226201864028252E7,0.0
-4990599.698794907,2.6152197764905438E7,-1935.1281687555902,1980305.9959669474,3.4760577840463914E7,0.0
-4990599.698794918,3.481264479100099E7,-833.0944987219212,3156757.7041765237,4.282136668885078E7,0.0
-4990599.6987949535,1.9298674688866526E7,2278.2287336013073,5135233.417697219,4.5287576122503564E7,0.0
-1301928.646119455,1.8515320118518516E8,-3039.6595574946696,63933.78023161145,2668828.7407407407,0.0
-1301928.6461194586,1.8919439792592594E8,-4250.054505829915,367145.17317320633,7671005.48148148,0.0
-1301928.64611946,1.886619872962963E8,-4325.512599974579,827903.3153543138,1.3218323407407409E7,0.0
-1301928.6461194765,1.881295766666667E8,-4477.941991478595,1371549.4729869247,1.3219778666666668E7,0.0
-1301928.6461193627,1.870695005925926E8,-4938.736480571591,2133589.0752956728,9217101.569135802,0.0
-1.5443072051349148E7,5599414.606718043,3062.2387607001565,873673.8345022645,6.5135824747778185E7,0.0
-1.5443072051349152E7,1.9714791715500724E7,17145.920931242785,7494145.182765149,6.990189103146398E7,0.0
-1.5443072051349139E7,3.331075165830425E7,34592.75038860714,1.5959992622471808E7,7.027818155695218E7,0.0
-1.5443072051349154E7,4.740274882129764E7,54380.463566901686,2.5610679068612233E7,7.017367126140065E7,0.0
-1.5443072051349184E7,6.076273261184985E7,76840.39379945982,3.702561561475934E7,7.001774693444867E7,0.0
-3287742.841382949,2.086674066666667E7,-3430.453206499683,512655.7562708689,1.3861692856060605E7,0.0
-3287742.841382953,5.090379523106062E7,-4607.975594559384,1682817.8961958452,4.4409505628335215E7,0.0
-3287742.8413829766,8.161103625E7,-4474.463867480487,3229227.685471831,4.46586649244568E7,0.0
-3287742.8413829645,1.1054147529166667E8,-5143.310349356824,5198048.314451866,4.4658664924456805E7,0.0
-3287742.8413829813,1.2977464452272727E8,-4844.455338695839,7288576.515580909,4.457561182574961E7,0.0
-964107.721186024,7.44102848064518E7,-3333.7926042465547,220768.38126400305,4393560.161290322,0.0
-964107.7211860332,3.8836566996953726E7,-4988.7552985470675,1076778.2367418364,5.89295937741939E7,0.0
-964107.7211860314,1.2263863709372818E8,-6067.331464350181,2506521.4997668504,6.564564380340569E7,0.0
-964107.7211860206,7.875263138405065E7,-7275.6931223812735,3863441.2427585023,6.564564380340569E7,0.0
-964107.7211860364,3.75833412901431E7,-7928.576023935672,5780762.252874142,6.262065106301897E7,0.0
-6093240.781821039,1.0807807580645159E7,189.10302352070525,238093.3431473328,4746910.483870968,0.0
-6093240.781821032,2.6540860032258067E7,394.9005844963149,839093.7820460506,9567144.709677419,0.0
-6093240.781821008,1.2906532677419359E7,758.9371698621694,1778611.793157936,9567144.709677419,0.0
-6093240.781821039,2.4858534387096774E7,1184.4322918133869,2818612.032266084,8707994.759733036,0.0
-6093240.781821007,1.0926250129032254E7,1607.4249747402166,3791575.9979856224,9568231.41935484,0.0
-886847.4283233054,5.1718354032727264E7,-6622.725979906942,120290.86845775817,2743763.992727273,0.0
-886847.4283233234,4.225896716000001E7,-9788.810725669657,388883.68282704026,8915689.676,0.0
-886847.428323289,2.853219662545454E7,-10502.587305022505,805811.966957941,8596305.792727275,0.0
-886847.4283233244,2.6978726519999992E7,-11851.277597780589,1112865.9226425057,1.0171857940757578E7,0.0
-886847.4283233833,1.4529472120000001E7,-11930.297628597227,2006183.87315713,1.222454894700508E7,0.0
-2.927949191835021E7,1.6236160611712113E7,77.31457240547381,1313126.8416103018,1.8121159099999998E7,0.0
-2.9279491918350242E7,2.80155260800236E7,1677.2585724054738,6257426.704363302,3.1378129385363623E7,0.0
-2.9279491918350242E7,1.683506817834299E7,4071.994572405475,1.373875220876827E7,3.5450711981580615E7,0.0
-2.9279491918350242E7,2.588642388157596E7,6655.26657240548,2.199229155527134E7,3.582199516574706E7,0.0
-2.9279491918350216E7,1.042899282913204E7,9680.786572405477,3.1121804603147745E7,3.5937885608981594E7,0.0
-4803804.534986878,5.451093357680253E7,-4587.265711066091,454678.66057923203,7877574.172413793,0.0
-4803804.534986869,3.796811999051147E7,-5944.803820822199,1534830.2348964943,2.5467643611285258E7,0.0
-4803804.534986843,8.529334344690423E7,-6951.782479358777,2692509.3444151753,3.588798239000953E7,0.0
-4803804.534986848,5.859207106661737E7,-7006.957784236829,4215282.468096241,3.705076764220426E7,0.0
-4803804.534986856,3.6213049059476994E7,-7466.704735456338,5737280.252982464,3.7008785518995464E7,0.0
-2729717.174908195,6887817.500000001,53.74995209929562,577995.4533891882,5006342.114444446,0.0
-2729717.1749081863,1.1817031677222222E7,320.2477298770735,1561743.8048626124,5787972.096111112,0.0
-2729717.1749081924,1.6016274833333332E7,429.61661876596236,2403164.1913225865,7245730.5183333345,0.0
-2729717.174908209,2.0712602966666665E7,650.5588409881842,3443511.158073536,7246026.385000002,0.0
-2729717.17490822,2.464558826845679E7,943.6921743215172,4885677.004416949,7246528.172654323,0.0
-3702894.3724839133,4.0749698578947395E7,-177.97268270893582,824971.2604235641,1.3989518368421052E7,0.0
-3702894.372483866,1.1794094894547378E8,70.7421060234585,3189630.23479432,8.058041557894745E7,0.0
-3702894.3724839333,1.6854747453866935E8,281.9252046150079,7922924.760905988,1.2691350456435348E8,0.0
-3702894.3724838495,2.0606201497172344E8,676.0906975727538,1.2562932338345543E7,1.2785008895972177E8,0.0
-3702894.372483905,2.56415496392776E8,1134.2861201079647,1.836408505319845E7,1.2793370739277595E8,0.0
