const_buyBeef,const_buyBread,const_buyFlour,const_buyFuel,const_buyLand,const_buyMu,const_buyOil,const_buySigma,const_buyWheat,const_consumeBeef,const_consumeBread,const_consumeFlour,const_consumeFuel,const_consumeMu,const_consumeOil,const_consumeSigma,const_consumeWheat,const_enjoyBeefMu,const_enjoyBeefSigma,const_enjoyBreadMu,const_enjoyBreadSigma,const_enjoyFlourMu,const_enjoyFlourSigma,const_enjoyFuelMu,const_enjoyFuelSigma,const_enjoyOilMu,const_enjoyOilSigma,const_enjoyWheatMu,const_enjoyWheatSigma,const_femaleActiveMu,const_femaleActiveSigma,const_femaleBonusSalMu,const_femaleBonusSalSigma,const_femaleEduMu,const_femaleEduSigma,const_genderMu,const_genderSigma,const_maleActiveMu,const_maleActiveSigma,const_maleBonusSalMu,const_maleBonusSalSigma,const_maleEduMu,const_maleEduSigma,const_number,var_capitalMu,var_capitalSigma,var_happinessMu,var_happinessSigma,var_salaryMu,var_salarySigma,var_total_value_destroyedMu,var_total_value_destroyedSigma
0.5077819731451011,0.7210670142829135,0.2451348501991808,0.22117284298406814,0.5006654198151259,4.671685401755303,0.6637423887078383,4.300598662879546,0.12777333841540095,0.05203589145571308,0.4600780523458482,0.8068052761252921,0.02169604148152038,1.8318444904210631,0.7645763392075527,6.187143207254947,0.22510417436996055,411.9003207380091,487.17629767365247,53.08275291559384,186.19894400221128,660.4931995234722,501.55923812683756,17.470773857170773,336.73364089427815,104.15909317085914,453.5697990694654,141.00327090504717,404.5261370967161,0.7316215432233291,0.5784917688825524,576.3722780357576,979.9990158056601,1.399780751041112,0.22950456552348175,0.3875083584671034,0.9321953681409549,0.39257759582156704,0.2504563373839672,87.00176594834808,486.419587640949,7.636428812218438,0.5962316016510816,416.0,5160.243382725301,9483.677974779146,3.651928474438455,86.23666553278561,282662.02542274,570021.3672468802,42.46496543019411,77.99257141114217
0.5077819731451011,0.7210670142829135,0.2451348501991808,0.22117284298406814,0.5006654198151259,4.671685401755303,0.6637423887078383,4.300598662879546,0.12777333841540095,0.05203589145571308,0.4600780523458482,0.8068052761252921,0.02169604148152038,1.8318444904210631,0.7645763392075527,6.187143207254947,0.22510417436996055,411.9003207380091,487.17629767365247,53.08275291559384,186.19894400221128,660.4931995234722,501.55923812683756,17.470773857170773,336.73364089427815,104.15909317085914,453.5697990694654,141.00327090504717,404.5261370967161,0.7316215432233291,0.5784917688825524,576.3722780357576,979.9990158056601,1.399780751041112,0.22950456552348175,0.3875083584671034,0.9321953681409549,0.39257759582156704,0.2504563373839672,87.00176594834808,486.419587640949,7.636428812218438,0.5962316016510816,416.0,6227506.712132725,4616248.767817279,-2992.184609987102,6031.879158821652,428841.0576923077,386428.62897685164,-9614.157486601658,235896.7426304126
0.5077819731451011,0.7210670142829135,0.2451348501991808,0.22117284298406814,0.5006654198151259,4.671685401755303,0.6637423887078383,4.300598662879546,0.12777333841540095,0.05203589145571308,0.4600780523458482,0.8068052761252921,0.02169604148152038,1.8318444904210631,0.7645763392075527,6.187143207254947,0.22510417436996055,411.9003207380091,487.17629767365247,53.08275291559384,186.19894400221128,660.4931995234722,501.55923812683756,17.470773857170773,336.73364089427815,104.15909317085914,453.5697990694654,141.00327090504717,404.5261370967161,0.7316215432233291,0.5784917688825524,576.3722780357576,979.9990158056601,1.399780751041112,0.22950456552348175,0.3875083584671034,0.9321953681409549,0.39257759582156704,0.2504563373839672,87.00176594834808,486.419587640949,7.636428812218438,0.5962316016510816,416.0,1.4910276007805804E7,1.1906685870809456E7,-3802.7398984486363,7513.9896044664665,478617.0841346153,417215.99135927635,83541.96775270047,1163356.2621119472
0.5077819731451011,0.7210670142829135,0.2451348501991808,0.22117284298406814,0.5006654198151259,4.671685401755303,0.6637423887078383,4.300598662879546,0.12777333841540095,0.05203589145571308,0.4600780523458482,0.8068052761252921,0.02169604148152038,1.8318444904210631,0.7645763392075527,6.187143207254947,0.22510417436996055,411.9003207380091,487.17629767365247,53.08275291559384,186.19894400221128,660.4931995234722,501.55923812683756,17.470773857170773,336.73364089427815,104.15909317085914,453.5697990694654,141.00327090504717,404.5261370967161,0.7316215432233291,0.5784917688825524,576.3722780357576,979.9990158056601,1.399780751041112,0.22950456552348175,0.3875083584671034,0.9321953681409549,0.39257759582156704,0.2504563373839672,87.00176594834808,486.419587640949,7.636428812218438,0.5962316016510816,416.0,2.4936513990978897E7,1.9269486317382455E7,-4271.662975371713,8114.088868526072,582751.7764423076,458125.4948107787,289509.7646035765,2242909.644046625
0.5077819731451011,0.7210670142829135,0.2451348501991808,0.22117284298406814,0.5006654198151259,4.671685401755303,0.6637423887078383,4.300598662879546,0.12777333841540095,0.05203589145571308,0.4600780523458482,0.8068052761252921,0.02169604148152038,1.8318444904210631,0.7645763392075527,6.187143207254947,0.22510417436996055,411.9003207380091,487.17629767365247,53.08275291559384,186.19894400221128,660.4931995234722,501.55923812683756,17.470773857170773,336.73364089427815,104.15909317085914,453.5697990694654,141.00327090504717,404.5261370967161,0.7316215432233291,0.5784917688825524,576.3722780357576,979.9990158056601,1.399780751041112,0.22950456552348175,0.3875083584671034,0.9321953681409549,0.39257759582156704,0.2504563373839672,87.00176594834808,486.419587640949,7.636428812218438,0.5962316016510816,416.0,3.6247011027036585E7,2.672000522319419E7,-4546.852879217871,9283.107124808424,582751.7764423076,458125.4948107787,206346.3689012229,2594891.244728329
0.2629118800809396,0.6362074248348888,0.13981906931565846,0.8701692728253689,0.5127344589752896,5.666231995097508,0.3036565794943884,1.9659160068961814,0.3854706365555255,0.8468585871078799,0.40938283302507816,0.1066904998708631,0.09626010687629083,3.488967551150423,0.03610620380518348,4.770321869589801,0.7122486233338707,993.108911889469,125.29937471715391,454.3977050731141,56.30059140589161,7.398894799139466,65.48258819576714,754.1208807606367,665.3835886875121,98.290358395135,840.7689380784061,721.7997814197331,906.190876268656,0.7425503256759244,0.7134560055962696,721.5500054839928,840.2205955196903,7.131759698975227,0.786789735044896,0.287466787463572,0.32677024782084574,0.3790474268736401,0.36768967732729974,594.8707659526067,501.65048706279924,6.014843235763948,4.740856041577947,749.0,6431.028579309047,4987.63576580036,70.73076302082924,39.54227168712324,916151.5235453591,407427.3729334122,74.17462658021262,5.831824030402781
0.2629118800809396,0.6362074248348888,0.13981906931565846,0.8701692728253689,0.5127344589752896,5.666231995097508,0.3036565794943884,1.9659160068961814,0.3854706365555255,0.8468585871078799,0.40938283302507816,0.1066904998708631,0.09626010687629083,3.488967551150423,0.03610620380518348,4.770321869589801,0.7122486233338707,993.108911889469,125.29937471715391,454.3977050731141,56.30059140589161,7.398894799139466,65.48258819576714,754.1208807606367,665.3835886875121,98.290358395135,840.7689380784061,721.7997814197331,906.190876268656,0.7425503256759244,0.7134560055962696,721.5500054839928,840.2205955196903,7.131759698975227,0.786789735044896,0.287466787463572,0.32677024782084574,0.3790474268736401,0.36768967732729974,594.8707659526067,501.65048706279924,6.014843235763948,4.740856041577947,749.0,9928705.810955811,8237875.986860256,-1544.0796508643537,3696.4354037283233,640220.1014686252,129317.47897731044,16198.613457720154,200705.81995395897
0.2629118800809396,0.6362074248348888,0.13981906931565846,0.8701692728253689,0.5127344589752896,5.666231995097508,0.3036565794943884,1.9659160068961814,0.3854706365555255,0.8468585871078799,0.40938283302507816,0.1066904998708631,0.09626010687629083,3.488967551150423,0.03610620380518348,4.770321869589801,0.7122486233338707,993.108911889469,125.29937471715391,454.3977050731141,56.30059140589161,7.398894799139466,65.48258819576714,754.1208807606367,665.3835886875121,98.290358395135,840.7689380784061,721.7997814197331,906.190876268656,0.7425503256759244,0.7134560055962696,721.5500054839928,840.2205955196903,7.131759698975227,0.786789735044896,0.287466787463572,0.32677024782084574,0.3790474268736401,0.36768967732729974,594.8707659526067,501.65048706279924,6.014843235763948,4.740856041577947,749.0,2.2711268387724794E7,8749738.904526623,-1865.0649646160205,4404.247086439911,651864.7930574099,136169.99714460492,93457.22514985723,836506.7665413502
0.2629118800809396,0.6362074248348888,0.13981906931565846,0.8701692728253689,0.5127344589752896,5.666231995097508,0.3036565794943884,1.9659160068961814,0.3854706365555255,0.8468585871078799,0.40938283302507816,0.1066904998708631,0.09626010687629083,3.488967551150423,0.03610620380518348,4.770321869589801,0.7122486233338707,993.108911889469,125.29937471715391,454.3977050731141,56.30059140589161,7.398894799139466,65.48258819576714,754.1208807606367,665.3835886875121,98.290358395135,840.7689380784061,721.7997814197331,906.190876268656,0.7425503256759244,0.7134560055962696,721.5500054839928,840.2205955196903,7.131759698975227,0.786789735044896,0.287466787463572,0.32677024782084574,0.3790474268736401,0.36768967732729974,594.8707659526067,501.65048706279924,6.014843235763948,4.740856041577947,749.0,3.563029640508131E7,9791515.21430974,-2127.1263798363157,4943.994342367625,656711.401869159,138603.49471875184,210989.4123427181,1319622.9640462257
0.2629118800809396,0.6362074248348888,0.13981906931565846,0.8701692728253689,0.5127344589752896,5.666231995097508,0.3036565794943884,1.9659160068961814,0.3854706365555255,0.8468585871078799,0.40938283302507816,0.1066904998708631,0.09626010687629083,3.488967551150423,0.03610620380518348,4.770321869589801,0.7122486233338707,993.108911889469,125.29937471715391,454.3977050731141,56.30059140589161,7.398894799139466,65.48258819576714,754.1208807606367,665.3835886875121,98.290358395135,840.7689380784061,721.7997814197331,906.190876268656,0.7425503256759244,0.7134560055962696,721.5500054839928,840.2205955196903,7.131759698975227,0.786789735044896,0.287466787463572,0.32677024782084574,0.3790474268736401,0.36768967732729974,594.8707659526067,501.65048706279924,6.014843235763948,4.740856041577947,749.0,4.852884180561542E7,1.121215107392209E7,-2014.7765801033368,5501.589904362137,674499.7903871827,145864.26594850793,334127.6909067105,2152811.756821923
0.0460361966773849,0.9244719525752627,0.039327765429722716,0.2479529894546415,0.7363568340879301,9.345182917867835,0.9989625133532518,5.885813350268461,0.9921452259428726,0.15338293968667405,0.26636885980013947,0.5857112115738438,0.34664303796827545,8.977400338802145,0.08764330425501743,9.080704575201146,0.04433190311935098,948.8325389175177,804.7579987093669,760.4183232010217,545.2923846209454,643.7823891113176,393.26803492674503,911.8412023634359,306.50619561314164,359.15636630653694,653.95036480421,698.2139760201751,832.4479317802842,0.2871167109707641,0.2665696169265114,617.3355830325469,466.364893921124,9.63635079876761,1.176837823230913,0.3906657265345832,0.282358336250197,0.9846770345372388,0.9908367108440712,456.1787813978482,771.2898440371716,5.075549164799835,2.435916855697129,173.0,6584.7059334330825,4153.793777640587,59.28944174557664,86.93889506142642,591152.2060259781,924727.6767963121,52.82450715131567,95.22824362144495
0.0460361966773849,0.9244719525752627,0.039327765429722716,0.2479529894546415,0.7363568340879301,9.345182917867835,0.9989625133532518,5.885813350268461,0.9921452259428726,0.15338293968667405,0.26636885980013947,0.5857112115738438,0.34664303796827545,8.977400338802145,0.08764330425501743,9.080704575201146,0.04433190311935098,948.8325389175177,804.7579987093669,760.4183232010217,545.2923846209454,643.7823891113176,393.26803492674503,911.8412023634359,306.50619561314164,359.15636630653694,653.95036480421,698.2139760201751,832.4479317802842,0.2871167109707641,0.2665696169265114,617.3355830325469,466.364893921124,9.63635079876761,1.176837823230913,0.3906657265345832,0.282358336250197,0.9846770345372388,0.9908367108440712,456.1787813978482,771.2898440371716,5.075549164799835,2.435916855697129,173.0,2.5051136278187763E7,4272585.9648968205,-2115.537147849798,5808.690714527636,1406391.953757226,238226.2558920504,91290.88271524383,648866.1128959312
0.0460361966773849,0.9244719525752627,0.039327765429722716,0.2479529894546415,0.7363568340879301,9.345182917867835,0.9989625133532518,5.885813350268461,0.9921452259428726,0.15338293968667405,0.26636885980013947,0.5857112115738438,0.34664303796827545,8.977400338802145,0.08764330425501743,9.080704575201146,0.04433190311935098,948.8325389175177,804.7579987093669,760.4183232010217,545.2923846209454,643.7823891113176,393.26803492674503,911.8412023634359,306.50619561314164,359.15636630653694,653.95036480421,698.2139760201751,832.4479317802842,0.2871167109707641,0.2665696169265114,617.3355830325469,466.364893921124,9.63635079876761,1.176837823230913,0.3906657265345832,0.282358336250197,0.9846770345372388,0.9908367108440712,456.1787813978482,771.2898440371716,5.075549164799835,2.435916855697129,173.0,5.277774012789877E7,9025338.417533064,-794.8492865781224,9848.402631869956,1406391.953757226,238226.2558920504,472241.74366827356,1689589.7527705426
0.0460361966773849,0.9244719525752627,0.039327765429722716,0.2479529894546415,0.7363568340879301,9.345182917867835,0.9989625133532518,5.885813350268461,0.9921452259428726,0.15338293968667405,0.26636885980013947,0.5857112115738438,0.34664303796827545,8.977400338802145,0.08764330425501743,9.080704575201146,0.04433190311935098,948.8325389175177,804.7579987093669,760.4183232010217,545.2923846209454,643.7823891113176,393.26803492674503,911.8412023634359,306.50619561314164,359.15636630653694,653.95036480421,698.2139760201751,832.4479317802842,0.2871167109707641,0.2665696169265114,617.3355830325469,466.364893921124,9.63635079876761,1.176837823230913,0.3906657265345832,0.282358336250197,0.9846770345372388,0.9908367108440712,456.1787813978482,771.2898440371716,5.075549164799835,2.435916855697129,173.0,7.912317346893923E7,1.6007754532335958E7,-1670.5891709711864,14426.01186782576,1406391.953757226,238226.2558920504,684462.1386521582,2413460.3528913343
0.0460361966773849,0.9244719525752627,0.039327765429722716,0.2479529894546415,0.7363568340879301,9.345182917867835,0.9989625133532518,5.885813350268461,0.9921452259428726,0.15338293968667405,0.26636885980013947,0.5857112115738438,0.34664303796827545,8.977400338802145,0.08764330425501743,9.080704575201146,0.04433190311935098,948.8325389175177,804.7579987093669,760.4183232010217,545.2923846209454,643.7823891113176,393.26803492674503,911.8412023634359,306.50619561314164,359.15636630653694,653.95036480421,698.2139760201751,832.4479317802842,0.2871167109707641,0.2665696169265114,617.3355830325469,466.364893921124,9.63635079876761,1.176837823230913,0.3906657265345832,0.282358336250197,0.9846770345372388,0.9908367108440712,456.1787813978482,771.2898440371716,5.075549164799835,2.435916855697129,173.0,1.0540932780997962E8,2.2412189284089237E7,-1161.5776102775446,17375.804959627636,1406391.953757226,238226.2558920504,1822654.2758917694,7245855.003377967
0.6934231154239827,0.26254106091476814,0.5043520593519454,0.5575093483129597,0.4071154261643052,3.1485992805073852,0.0011095816855212215,5.259276458972451,0.4908642490992924,0.4246705162296761,0.45938255044560394,0.5582840219484978,0.977525148508843,10.342838526732278,0.3457337288176626,7.08674617926653,0.013840137691739196,506.0285761438975,421.82685371851636,511.38847372642215,256.1039444513866,160.61675671136499,495.49297444950935,665.1582167174789,204.61931398830336,627.9385139475896,970.4753497805154,798.9496567805006,220.2699307929048,0.824163669406841,0.44992354184780503,338.1968526591187,67.14979800218856,3.9170511920659026,2.19075913396881,0.5901606938734345,0.6962683046593331,0.173940269337856,0.6834363824458215,110.88610411691413,62.39722655270641,4.60242590168532,9.908168137514593,968.0,-96.63237503005585,2748.639718336734,48.724925070817974,96.85304178516242,236771.9970825424,229961.6477719496,27.77454000589458,30.322753974240804
