const_consumed,const_itersMu,const_itersSigma,const_number,const_produced,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_capitalSigma,var_employeesMu,var_employeesSigma,var_goodwillMu,var_goodwillSigma,var_total_value_destroyedMu,var_total_value_destroyedSigma,var_valueProducedMu,var_valueProducedSigma
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.1835595415133554E8,0.0,1.0,0.0,1.9417061E7,0.0,1.0216888144081446E9,0.0,1.9587786E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.0151073815133554E8,0.0,1.0,0.0,151285.0,0.0,1.0409545904081446E9,0.0,1.9568346E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.0423386815133554E8,0.0,1.0,0.0,151285.0,0.0,1.0602203664081446E9,0.0,1.9568346E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.2622277415133554E8,0.0,1.0,0.0,1.9417061E7,0.0,1.0987519184081445E9,0.0,1.9568346E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.0937755815133554E8,0.0,1.0,0.0,151285.0,0.0,1.1180176944081445E9,0.0,1.9568346E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.1179811815133554E8,0.0,1.0,0.0,151285.0,0.0,1.1565686864081445E9,0.0,1.9587786E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.1452124815133554E8,0.0,1.0,0.0,151285.0,0.0,1.1758539024081445E9,0.0,1.9587786E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.1724437815133554E8,0.0,1.0,0.0,151285.0,0.0,1.1951391184081445E9,0.0,1.9587786E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.1966493815133554E8,0.0,1.0,0.0,151285.0,0.0,1.2337095504081445E9,0.0,1.9587786E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.2238806815133554E8,0.0,1.0,0.0,151285.0,0.0,1.2529947664081445E9,0.0,1.9587786E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.2511119815133554E8,0.0,1.0,0.0,151285.0,0.0,1.2722799824081445E9,0.0,1.9587786E7,0.0
4.0,1.2252785842256153,12.783243719977847,1.0,4.0,183633.50289361953,160451.79219062388,2.0,-1.2753175815133554E8,0.0,1.0,0.0,151285.0,0.0,1.3108309744081445E9,0.0,1.9568346E7,0.0
