const_consumed,const_itersMu,const_itersSigma,const_number,const_produced,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_employeesMu,var_goodwillMu,var_total_value_destroyedMu,var_valueProducedMu
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-9.360862239731729E8,1.0,3699992.0,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-9.607528373065062E8,1.0,6166653.333333334,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-9.854194506398395E8,1.0,1233330.6666666665,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-1.0100860639731729E9,1.0,3699992.0,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-1.0347526773065062E9,1.0,6166653.333333334,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-1.0594192906398395E9,1.0,1233330.6666666665,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-1.084085903973173E9,1.0,3699992.0,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-1.1087525173065062E9,1.0,6166653.333333334,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-1.1334191306398396E9,1.0,1233330.6666666665,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-1.158085743973173E9,1.0,3699992.0,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-1.1827523573065062E9,1.0,6166653.333333334,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-1.2074189706398396E9,1.0,1233330.6666666665,579.3735109685449,0.0
4.0,3.604724681496496,14.973067972312158,3.0,19.0,801473.4679548725,919221.1403900044,6.0,-1.232085583973173E9,1.0,3699992.0,579.3735109685449,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-2.4405387752268698E7,1.0,6426650.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-5.01119877522687E7,1.0,5141320.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-7.58185877522687E7,1.0,3855990.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.015251877522687E8,1.0,2570660.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.272317877522687E8,1.0,1285330.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.529383877522687E8,1.0,0.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.786449877522687E8,1.0,7711980.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-2.043515877522687E8,1.0,6426650.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-2.300581877522687E8,1.0,5141320.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-2.557647877522687E8,1.0,3855990.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-2.814713877522687E8,1.0,2570660.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-3.071779877522687E8,1.0,1285330.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-3.328845877522687E8,1.0,0.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-3.585911877522687E8,1.0,7711980.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-3.842977877522687E8,1.0,6426650.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-4.100043877522687E8,1.0,5141320.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-4.357109877522687E8,1.0,3855990.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-4.614175877522687E8,1.0,2570660.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-4.871241877522687E8,1.0,1285330.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-5.128307877522687E8,1.0,0.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-5.385373877522687E8,1.0,7711980.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-5.642439877522687E8,1.0,6426650.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-5.899505877522687E8,1.0,5141320.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-6.156571877522687E8,1.0,3855990.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-6.413637877522687E8,1.0,2570660.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-6.670703877522687E8,1.0,1285330.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-6.927769877522687E8,1.0,0.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-7.184835877522687E8,1.0,7711980.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-7.441901877522687E8,1.0,6426650.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-7.698967877522687E8,1.0,5141320.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-7.956033877522687E8,1.0,3855990.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-8.213099877522687E8,1.0,2570660.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-8.470165877522687E8,1.0,1285330.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-8.727231877522687E8,1.0,0.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-8.984297877522687E8,1.0,7711980.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-9.241363877522687E8,1.0,6426650.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-9.498429877522687E8,1.0,5141320.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-9.755495877522687E8,1.0,3855990.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.0012561877522687E9,1.0,2570660.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.0269627877522687E9,1.0,1285330.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.0526693877522687E9,1.0,0.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.0783759877522688E9,1.0,7711980.0,463.89651840217414,0.0
