gl_capitalMu,gl_goodwillMu,gl_happinessMu,gl_total_value_destroyedMu,gl_valueProducedMu
-1547502.19236219,3373464.75,-1060.29248039839,592094.022012419,2247833.31842105
-1547502.19236218,3391912.23421053,-1252.20991159105,1175808.05342817,2247833.31842105
-1547502.19236219,1816601.3,-908.852113425909,1532742.03547631,2247833.31842105
-1547502.1923622,3740596.13421053,-548.861287737836,2116456.06689206,2247833.31842105
-1547502.19236218,3024780.85,-1496.73284737086,2473187.09545183,2247833.31842105
-1547502.19236218,2182423.63421053,-1272.41174645343,3056901.12686758,2247833.31842105
-1547502.1923622,3373464.75,-854.209911591047,3413835.10891572,2247833.31842105
-1547502.19236218,3391912.23421053,-1272.06312260022,3997549.14033147,2247833.31842105
-1547502.19236219,1816601.3,-955.063122600221,4354483.12237962,2247833.31842105
-1547502.1923622,3740596.13421053,-1001.00807672866,4938197.15379537,2247833.31842105
-1547502.19236218,3024780.85,-1060.65027856352,5294928.18235514,2247833.31842105
-1547502.19236222,2182423.63421053,-1168.84293911398,5878642.21377089,2247833.31842105
-1547502.19236221,3373464.75,-1029.98055379288,6235576.19581903,2247833.31842105
-1547502.19236222,3391912.23421053,-1087.98972810481,6819290.22723478,2247833.31842105
-1547502.1923622,1816601.3,-1012.6778014993,7176224.20928293,2247833.31842105
-1547502.19236218,3740596.13421053,-1251.54936113233,7759938.24069868,2247833.31842105
-1547502.1923622,3024780.85,-959.760370306643,8116669.26925845,2247833.31842105
-1547502.1923622,2182423.63421053,-862.852113425909,8700383.3006742,2247833.31842105
-1547502.19236219,3373464.75,-1348.96220516903,9057317.28272234,2247833.31842105
-1547502.1923622,3391912.23421053,-1250.28330608646,9641031.31413809,2247833.31842105
-1547502.19236216,1816601.3,-800.191562967194,9997965.29618623,2247833.31842105
-1547502.19236221,3740596.13421053,-425.25578315068,10581679.327602,2247833.31842105
-1547502.1923622,3024780.85,-966.191562967194,10938410.3561618,2247833.31842105
-1547502.19236217,2182423.63421053,-1088.42092076536,11522124.3875775,2247833.31842105
-1547502.19236215,3373464.75,-499.026425352515,11879058.3696256,2247833.31842105
-1547502.19236222,3391912.23421053,-777.044773976368,12462772.4010414,2247833.31842105
-1547502.19236218,1816601.3,-918.338351958019,12819706.3830895,2247833.31842105
-1547502.19236217,3740596.13421053,-1383.87963636169,13403420.4145053,2247833.31842105
-1547502.19236213,3024780.85,-733.320003334167,13760151.4430651,2247833.31842105
-1547502.1923622,2182423.63421053,-738.815416178203,14343865.4744808,2247833.31842105
-1547502.19236221,3373464.75,-886.411746453433,14700799.4565289,2247833.31842105
-1547502.19236224,3391912.23421053,-933.439269389212,15284513.4879447,2247833.31842105
-1547502.19236216,1816601.3,-853.145691407561,15641447.4699928,2247833.31842105
-1547502.19236215,3740596.13421053,-1274.87963636169,16225161.5014086,2247833.31842105
-1547502.19236218,3024780.85,-783.347526269946,16581892.5299684,2247833.31842105
-1547502.19236223,2182423.63421053,-841.063122600221,17165606.5613841,2247833.31842105
-1547502.19236215,3373464.75,-1038.61358131582,17522540.5434323,2247833.31842105
-1547502.19236209,3391912.23421053,-984.246608838753,18106254.574848,2247833.31842105
-1547502.19236219,1816601.3,-677.613581315818,18463188.5568961,2247833.31842105
-1547502.19236213,3740596.13421053,-1416.40257214151,19046902.5883119,2247833.31842105
-1547502.19236214,3024780.85,-875.457618013065,19403633.6168717,2247833.31842105
-1547502.19236223,2182423.63421053,-585.411746453432,19987347.6482874,2247833.31842105
-1547502.19236217,3373464.75,-870.613581315818,20344281.6303356,2247833.31842105
-1547502.1923621,3391912.23421053,-927.448443701139,20927995.6617513,2247833.31842105
-1547502.1923622,1816601.3,-1047.98055379288,21284929.6437995,2247833.31842105
-1547502.19236201,3740596.13421053,-750.916333609395,21868643.6752152,2247833.31842105
-1547502.19236207,3024780.85,-890.154865719487,22225374.703775,2247833.31842105
-1547502.19236211,2182423.63421053,-1424.18238865527,22809088.7351907,2247833.31842105
-1547502.19236214,3373464.75,-726.732847370863,23166022.7172389,2247833.31842105
-1348944.14955349,559683.470588235,-3539.38167938931,1950522.28800467,14723188.4483907
-1348944.14955348,18942111.8157603,-3998.50381679389,8756931.96131963,14723188.4483907
-1348944.14955349,12391124.7425083,-2575.8854961832,16511976.1982798,14723630.0510544
-1348944.14955353,607781.941176471,-2072.88549618321,26344602.9352648,14723188.4483907
-1348944.1495535,18918062.5804661,-1389.70229007634,35034001.5535887,14723188.4483907
-1348944.14955347,12367075.5072142,176.06106870229,46634032.0076665,14723630.0510544
-1348944.14955348,583732.705882353,2729.79389312977,56627282.9397058,14723188.4483907
-1348944.14955352,18966161.0510544,3769.59541984732,65546499.3518106,14723188.4483907
-1348944.14955348,12415173.9778024,5253.47328244275,75100620.1358692,14723630.0510544
-1348944.14955347,559683.470588235,6276.88549618321,84191765.1479893,14723188.4483907
-1348944.1495535,18942111.8157603,7695.94656488549,95270995.1183935,14723188.4483907
-1348944.14955337,12391124.7425083,8400.70229007633,103971864.526402,14723630.0510544
-1348944.14955346,607781.941176471,9407.4427480916,114379168.417126,14723188.4483907
-1348944.14955339,18918062.5804661,10305.8702290076,122297880.001162,14723188.4483907
-1348944.14955351,12367075.5072142,12481.9160305344,134918606.434452,14723630.0510544
-1348944.14955347,583732.705882353,14061.4503816794,145572734.10947,14723188.4483907
-1348944.14955345,18966161.0510544,14814.2900763359,154889926.435288,14723188.4483907
-1348944.14955339,12415173.9778024,16106.2213740458,164061061.370754,14723630.0510544
-1348944.14955353,559683.470588235,17186.7328244275,174553509.154647,14723188.4483907
-1348944.14955355,18942111.8157603,18811.6946564886,189045155.484632,14723188.4483907
-1348944.14955345,12391124.7425083,19597.2213740458,197438417.255922,14723630.0510544
-1348944.14955352,607781.941176471,21400.5267175572,207275732.815178,14723188.4483907
-1348944.14955345,18918062.5804661,23482.1755725191,219081576.65533,14723188.4483907
-1348944.14955355,12367075.5072142,23956.6717557252,227608064.428811,14723630.0510544
-1348944.14955363,583732.705882353,25898.3664122138,238355513.438047,14723188.4483907
-1348944.14955355,18966161.0510544,27158.572519084,248310413.842069,14723188.4483907
-1348944.14955356,12415173.9778024,28731.9694656489,259650043.016046,14723630.0510544
-1348944.14955331,559683.470588235,29485.9389312977,269528922.829789,14723188.4483907
-1348944.14955343,18942111.8157603,31641.9236641221,279470793.178245,14723188.4483907
-1348944.14955359,12391124.7425083,32623.9618320611,290589183.352161,14723630.0510544
-1348944.1495533,607781.941176471,33402.4885496183,299181599.517441,14723188.4483907
-1348944.14955339,18918062.5804661,34792.5190839695,310108507.887308,14723188.4483907
-1348944.14955361,12367075.5072142,36006.3129770992,321342528.663635,14723630.0510544
-1348944.14955352,583732.705882353,38063.213740458,330438260.036619,14723188.4483907
-1348944.14955343,18966161.0510544,38517.0534351145,342578294.579364,14723188.4483907
-1348944.14955362,12415173.9778024,40865.7938931298,353962280.073562,14723630.0510544
-1348944.14955351,559683.470588235,42665.8778625954,366327270.003776,14723188.4483907
-1348944.14955344,18942111.8157603,43906.6106870229,376831227.6481,14723188.4483907
-1348944.1495532,12391124.7425083,44883.4885496183,387684537.767568,14723630.0510544
-1348944.14955326,607781.941176471,46520.2366412214,397769505.209338,14723188.4483907
-1348944.14955357,18918062.5804661,47841.0229007633,410527220.973596,14723188.4483907
-1348944.14955346,12367075.5072142,49112.0458015267,419184330.414564,14723630.0510544
-1348944.14955332,583732.705882353,50275.4122137405,430431294.879496,14723188.4483907
-1348944.14955393,18966161.0510544,52345.5038167939,442011978.750534,14723188.4483907
-1348944.1495535,12415173.9778024,53975.8320610687,454705957.180273,14723630.0510544
-1348944.14955353,559683.470588235,55554.3511450382,464686506.958927,14723188.4483907
-1348944.14955352,18942111.8157603,56075.0305343512,473048919.798564,14723188.4483907
-1348944.14955298,12391124.7425083,57159.2900763358,483565635.729672,14723630.0510544
-1348944.14955373,607781.941176471,58110.3358778626,493048520.969465,14723188.4483907
-1348944.1495539,18918062.5804661,59238.2900763359,502436519.131851,14723188.4483907
-1247972.757631,2860942.73333333,-4199.77903127833,13302.5507518657,140782.533333333
-1247972.757631,2472273.6,-4370.02041058867,44351.2695018657,225537.133333333
-1247972.75763101,2030779.86666667,-4645.68937610591,70447.6820018657,225537.133333333
-1247972.75763101,1536461.53333333,-4024.19282438177,104790.150751866,225537.133333333
-1247972.75763101,1042143.2,-4116.25489334729,130886.563251866,225537.133333333
-1247972.75763101,3146253,-5158.1721347266,162235.594501866,225537.133333333
-1247972.75763102,2704759.26666667,-5668.77213472661,188031.694501866,225537.133333333
-1247972.75763101,2263265.53333333,-5103.31696231281,214428.419501866,225537.133333333
-1247972.757631,1768947.2,-4566.97903127833,248470.575751866,225537.133333333
-1247972.757631,1274628.86666667,-5150.15834162315,274867.300751866,225537.133333333
-1247972.75763101,3378738.66666667,-4855.79282438178,305916.019501866,225537.133333333
-1247972.75763101,2937244.93333333,-4907.20661748523,332012.432001866,225537.133333333
-1247972.757631,2442926.6,-5038.7445485197,366354.900751866,225537.133333333
-1247972.757631,1948608.26666667,-5148.4548933473,392451.313251866,225537.133333333
-1247972.75763102,1559939.13333333,-5639.13765196798,423800.344501866,225537.133333333
-1247972.75763102,1118445.4,-4593.38592783005,449596.444501866,225537.133333333
-1247972.75763101,3169730.6,-4708.96523817488,475993.169501866,225537.133333333
-1247972.75763101,2675412.26666667,-5161.2273071404,510035.325751866,225537.133333333
-1247972.75763101,2181093.93333333,-5800.05489334729,536432.050751865,225537.133333333
-1247972.75763101,1792424.8,-4991.37903127833,567480.769501865,225537.133333333
-1247972.75763101,1350931.06666667,-4577.07558300247,593577.182001865,225537.133333333
-1247972.75763101,3349391.66666667,-4998.48937610591,627919.650751865,225537.133333333
-1247972.75763099,2855073.33333333,-4846.51006576108,654016.063251865,225537.133333333
-1247972.757631,2466404.2,-4606.39282438178,685365.094501865,225537.133333333
-1247972.757631,2024910.46666667,-4295.43420369212,711161.194501865,225537.133333333
-1247972.75763101,1583416.73333333,-4449.97903127833,737557.919501865,225537.133333333
-1247972.757631,1089098.4,-4492.40661748522,771600.075751865,225537.133333333
-1247972.75763101,3087559,-5136.98592783006,797996.800751865,225537.133333333
-1247972.75763101,2698889.86666667,-4773.44110024384,829045.519501865,225537.133333333
-1247972.75763098,2257396.13333333,-4189.91006576109,855141.932001865,225537.133333333
-1247972.75763098,1763077.8,-4200.84110024384,889484.400751865,225537.133333333
-1247972.75763098,1268759.46666667,-4366.30316920936,915580.813251865,225537.133333333
-1247972.75763099,3372869.26666667,-3986.93075541626,946929.844501866,225537.133333333
-1247972.75763101,2931375.53333333,-4290.90316920936,972725.944501865,225537.133333333
-1247972.75763101,2489881.8,-5104.11006576109,999122.669501865,225537.133333333
-1247972.75763101,1995563.46666667,-5079.5997209335,1033164.82575187,225537.133333333
-1247972.75763101,1501245.13333333,-5242.3721347266,1059561.55075187,225537.133333333
-1247972.757631,1112576,-3341.57903127833,1090610.26950187,225537.133333333
-1247972.757631,3163861.2,-3887.38592783005,1116706.68200187,225537.133333333
-1247972.75763099,2669542.86666667,-3440.20661748522,1151049.15075187,225537.133333333
-1247972.757631,2175224.53333333,-4733.63420369212,1177145.56325187,225537.133333333
-1247972.75763099,1786555.4,-5534.0548933473,1208494.59450187,225537.133333333
-1247972.75763099,1345061.66666667,-4881.46178989902,1234290.69450187,225537.133333333
-1247972.75763099,3396346.86666667,-4933.3721347266,1260687.41950187,225537.133333333
-1247972.75763098,2902028.53333333,-3957.32385886454,1294729.57575187,225537.133333333
-1247972.75763099,2407710.2,-3607.02041058867,1321126.30075187,225537.133333333
-1247972.75763099,2019041.06666667,-4718.54454851971,1352175.01950187,225537.133333333
-1247972.75763099,1577547.33333333,-5978.43420369212,1378271.43200187,225537.133333333
-1247972.75763099,1083229,-5611.06178989902,1412613.90075187,225537.133333333
-1247972.75763098,3081689.6,-4771.43420369212,1438710.31325187,225537.133333333
-1622686.9721391,75384436.25,-31.4773430072771,4940.96538582903,47167.2
-1622686.9721391,83150196.75,66.7168317500044,232335.705223227,1398477.65
-1622686.97213909,89604413,31.542074468451,685231.119857374,2785306.8
-1622686.97213912,94667552.6,58.3867346626258,1141002.58327201,2785306.8
-1622686.97213909,100999460.05,36.9886764101986,2259401.61579233,6842635.35
-1622686.97213908,107483155.8,68.4352783519462,2717475.07920697,5490809.05
-1622686.97213907,113850438.65,114.852754080102,3390480.40441022,5489626.3
-1622686.97213914,1173645.25,126.105181264568,3626250.39628014,5489626.3
-1622686.97213908,7627861.5,47.2216861189365,4306816.74587364,5489626.3
-1622686.97213908,16681776.15,10.8139191286452,5199438.90847526,5489626.3
-1622686.97213904,20374219,107.221686118936,6323721.77839396,5490809.05
-1622686.97213919,26828435.25,13.9983851480627,6551116.51823136,5489626.3
-1622686.97213918,33178030.4,-8.69093524028683,7229512.60766226,5489626.3
-1622686.97213907,39621959.95,50.7459579635967,7464576.81091429,5489626.3
-1622686.97213911,46029009,21.5712006820433,8582699.64831266,6842635.35
-1622686.97213907,52425771.35,71.9595501966064,9481481.8434346,5490809.05
-1622686.97213914,58775366.5,72.8430453422375,9708876.583272,5489626.3
-1622686.97213918,65229582.75,133.309064759713,10387272.6727029,5489626.3
-1622686.97213901,71673512.3,26.6003268956355,10622336.8759549,5489626.3
-1622686.97213932,75418348.05,12.1245987402957,11740459.7133533,6842635.35
-1622686.972139,81854876.6,85.8915890315578,11972840.184898,5490809.05
-1622686.97213922,89573469.9,79.3284822354413,13317040.6483127,5490809.05
-1622686.97213914,94618921.8,131.279938546121,13769936.0629468,5489626.3
-1622686.97213939,101073138.05,73.2216861189365,14222831.4775809,5489626.3
-1622686.9721393,107440420.9,-9.84627504611206,14678602.9409956,5489626.3
-1622686.97213933,113848975.05,96.4061521383539,15801795.38815,6842635.35
-1622686.97213922,1200156.05,173.590618157771,16703177.4369305,5489626.3
-1622686.97213911,7596918.4,108.930423983014,16930572.1767679,5489626.3
-1622686.97213911,13993680.75,92.3673171868976,17391137.0548167,5489626.3
-1622686.97213934,20400729.8,120.114890002432,18283759.2174183,6842635.35
-1622686.97213883,26797492.15,146.250812332529,19182349.0954671,5490809.05
-1622686.97213969,33194254.5,167.338190973305,19409551.5182313,5489626.3
-1622686.97213897,39601303.55,103.017802623791,19637330.8922151,5489626.3
-1622686.97213926,46045233.1,62.3381909733054,20774397.7946541,5489626.3
-1622686.97213875,52394828.25,110.580909419907,21441519.282459,6842635.35
-1622686.97213931,58849044.5,163.415860876218,22340109.1605078,5490809.05
-1622686.97213931,65198639.65,12.65857932282,22347887.0629468,5490809.05
-1622686.97213904,71595402,131.648870584956,23471977.6157923,5489626.3
-1622686.97213917,75444858.85,72.8236278665093,23929666.4450606,5489626.3
-1622686.97213908,83210619.35,74.4741133034025,24605163.184898,5489626.3
-1622686.97213938,88220695.85,154.173142429616,25282853.485711,6842635.35
-1622686.97213892,94645432.6,115.008093885927,26401360.9572557,5489626.3
-1622686.9721389,101042194.95,80.6100356334995,26628755.6970931,5489626.3
-1622686.97213933,107438957.3,142.736249225733,27532652.4613208,5489626.3
-1622686.97213952,113863694.05,98.0275113616549,27762923.2499387,5489626.3
-1622686.97213883,1169212.95,61.6197443713637,28437798.079207,6842635.35
-1622686.97213884,7565975.3,143.18285116748,29561997.0710769,5489626.3
-1622686.97213914,14020191.55,110.435278351946,28210887.087337,5489626.3
-1622686.97213952,20416953.9,101.192559905344,30700958.0385566,5489626.3
-1622686.97213891,26766549.05,176.542074468451,31367887.2092883,6842635.35
-1437127.59233413,9219409.3047619,-1275.46412858431,419046.349541206,1498713.10238095
-1437127.59233413,14014250.5595238,-1120.76812858432,2102867.69979608,9258432.01190476
-1437127.59233412,18496779.9880952,-514.736128584315,4173093.76127142,9258432.01190476
-1437127.59233413,5035258.36904762,-296.608128584315,6787728.69341438,8864809.52862209
-1437127.59233413,8084585.86904762,22.6798714156846,9039013.64679876,9234775.0783688
-1437127.59233411,12590120.4404762,1369.43187141568,12306643.9914797,9234775.0783688
-1437127.59233413,17095655.0119048,1128.89587141568,14618977.7028657,9234775.0783688
-1437127.59233415,21601189.5833333,1989.97587141569,16794828.9220645,9234775.0783688
-1437127.59233415,6948760.20238095,2017.07987141568,19632210.0369514,9246149.58333333
-1437127.59233412,10062129.1309524,2767.98387141569,22379731.1438794,9246149.58333333
-1437127.59233414,14631705.1309524,3916.62387141569,24897736.1787568,9246149.58333333
-1437127.59233416,19201281.1309524,3809.64787141568,27246638.497938,9246149.58333333
-1437127.59233413,5435096.51190476,4409.58387141568,30079436.0889709,9220725.43551166
-1437127.59233415,8548465.44047619,4883.14387141568,32497475.281675,9220725.43551166
-1437127.59233417,13118041.4404762,4623.53587141569,34959657.6003221,9220725.43551166
-1437127.59233412,17687617.4404762,5123.67187141568,37785678.7400682,9220725.43551166
-1437127.59233411,21329011.8690476,6252.79187141569,40254874.9677607,9220725.43551166
-1437127.5923341,7245467.05952381,5817.19987141568,42598866.4021983,9246149.58333333
-1437127.59233418,10358835.9880952,7862.99987141569,45496880.8658233,9246149.58333333
-1437127.59233416,14302030.8452381,7937.07987141568,47861866.2880561,9246149.58333333
-1437127.59233411,18871606.8452381,8090.00787141568,50425914.7618239,9246149.58333333
-1437127.59233411,5105422.22619048,7489.85587141568,53234502.4324966,9220725.43551166
-1437127.59233411,8218791.1547619,8239.12787141568,55744941.1682453,9220725.43551166
-1437127.59233409,12788367.1547619,9639.15987141569,58312936.4031177,9220725.43551166
-1437127.59233419,17357943.1547619,10627.6398714157,60895428.4145399,9220725.43551166
-1437127.59233409,20999337.5833333,11130.0398714157,63394832.1265824,9220725.43551166
-1437127.59233418,6915792.77380952,11309.1998714157,66175532.0822159,9246149.58333333
-1437127.5923341,10029161.702381,12270.7358714157,68985510.8074996,9246149.58333333
-1437127.59233416,14598737.702381,12115.5598714157,71181387.4836041,9246149.58333333
-1437127.59233415,19006035.702381,13280.0398714157,73850128.1143562,9245229.65476191
-1437127.59233409,5610781.08333333,13269.3118714157,76469055.8889719,9219805.50694023
-1437127.59233411,8886436.86904762,14477.2238714157,79266291.1920281,9219805.50694023
-1437127.59233417,13618299.7261905,14748.1118714157,81792671.6327971,9219805.50694023
-1437127.59233414,18350162.5833333,14931.3118714157,84010588.4519341,9219805.50694023
-1437127.59233409,21214909.8690476,15831.2558714157,86756693.8167032,9219805.50694023
-1437127.59233418,7502295.05952381,16532.3838714157,89441155.8481945,9245229.65476191
-1437127.5923342,10777950.8452381,15841.6238714157,92016042.1617867,9245229.65476191
-1437127.59233415,15509813.702381,16864.1678714157,94488504.9610774,9245229.65476191
-1437127.59233426,18676361.4166667,18110.3598714157,96854060.2976879,9245229.65476191
-1437127.59233421,5281106.79761905,17390.1838714157,99824092.8362007,9219805.50694023
-1437127.59233415,8556762.58333333,19593.7358714157,102378181.357487,9219805.50694023
-1437127.59233404,13288625.4404762,19566.4238714157,104520128.68272,9219805.50694023
-1437127.59233413,18020488.297619,20247.5198714157,107054921.056737,9219805.50694023
-1437127.59233416,20885235.5833333,20345.7038714157,109825296.789509,9219805.50694023
-1437127.59233418,7172620.77380953,20167.3998714157,112197712.714313,9245229.65476191
-1437127.59233418,10448276.5595238,21783.3518714157,114789620.12068,9245229.65476191
-1437127.59233432,15180139.4166667,22309.9998714157,117525040.65898,9245229.65476191
-1437127.59233416,18973068.2738095,23069.2558714157,119886665.075367,9245229.65476191
-1437127.59233416,5577813.6547619,23655.5198714157,123168237.517783,9219805.50694023
-1437127.59233418,8853469.44047619,25453.0558714157,125673097.935033,9219805.50694023
-1610730.41249962,30419826.9951923,-852.917066250809,30252.5022159772,1711234.25
-1610730.41249961,35230481.75,-942.500399584142,513636.428291246,2464081.49519231
-1610730.41249961,37416396.875,-1076.56521439896,1831326.97799785,14656258.5534044
-1610730.41249962,38968597.3076923,-712.750399584143,3918915.22918467,14656258.5534044
-1610730.41249962,42342764.4951923,-616.324473658217,5236606.94833649,13472292.1682692
-1610730.41249961,46239913.8701923,-186.833732917476,7226751.5876169,14656258.5534044
-1610730.41249962,48185398.3076923,357.018118934376,9432437.59078598,14656258.5534044
-1610730.41249962,4538178.125,987.694044860302,11887654.9770872,14005475.7182952
-1610730.41249964,6724093.25,887.453304119561,13918058.6456154,12900860.2265625
-1610730.41249962,7523446.4375,1273.28663745289,15779710.5003369,14005475.7182952
-1610730.41249965,15353220.2307692,1650.95330411956,18494629.3421541,14005475.7182952
-1610730.41249966,19005653.2409044,2525.49960041586,20065885.8268019,12900860.2265625
-1610730.41249959,20951137.6784044,3247.46256337882,22216919.0219559,14005475.7182952
-1610730.41249962,21750490.8659044,3943.9440448603,24600090.114517,14005475.7182952
-1610730.41249965,21154198.5,4801.92552634179,26475919.2374396,13472292.1682692
-1610730.41249961,23382234.4375,4550.16626708253,28284950.7734895,14656258.5534044
-1610730.41249957,26756401.625,5337.93478560104,30383613.205261,14656258.5534044
-1610730.41249961,27796185.5,5599.72182263808,32538544.4106776,14656258.5534044
-1610730.41249963,31170352.6875,5883.83293374919,34465278.7649358,13472292.1682692
-1610730.41249959,32414176.75,6533.84219300845,36390784.3066781,14656258.5534044
-1610730.41249958,33171409.125,6868.61071152697,38073468.2951914,14656258.5534044
-1610730.41249958,38256810.5625,8117.22182263808,40178264.4903293,13472292.1682692
-1610730.41249965,40955142.2451923,8196.9440448603,42601246.8494582,14656258.5534044
-1610730.41249975,43423608.8701923,8814.79589671215,44378038.2313915,14656258.5534044
-1610730.41249959,43940410.5576923,10022.7033041196,47519901.2677121,14656258.5534044
-1610730.41249965,47597129.2451923,10055.9996004159,48992017.0453401,13472292.1682692
-1610730.41249966,3907788.25,10586.1570078233,50955527.0490352,14005475.7182952
-1610730.41249963,6135824.1875,11299.4996004159,53410773.7148412,14005475.7182952
-1610730.41249964,9509991.375,11635.9903411566,55531308.9921415,14005475.7182952
-1610730.41249964,16189348.2409044,11640.4255263418,57482297.6384631,12900860.2265625
-1610730.41249966,16706149.9284044,12557.6662670825,60184399.6603303,14005475.7182952
-1610730.41249961,19178902.2307692,12708.1940448603,61582725.829834,14005475.7182952
-1610730.41249967,23977466.4909044,12862.1755263418,63245846.8833493,12900860.2265625
-1610730.41249961,21994612.1875,13424.4996004159,66275619.820448,14656258.5534044
-1610730.41249953,22511413.875,14290.3514522677,68570071.9175347,14656258.5534044
-1610730.41249964,26408563.25,14254.3792300455,69506897.8457988,13472292.1682692
-1610730.41249957,28354047.6875,14651.9533041196,71781469.3749588,14656258.5534044
-1610730.41249969,30582083.625,15910.0736744899,74180308.1177031,14656258.5534044
-1610730.41249949,31783786.875,16602.5644152307,76662955.6106141,14656258.5534044
-1610730.41249965,35440505.5625,16723.2218226381,78198720.7127735,13472292.1682692
-1610730.41249961,37385990,17010.3236744899,80373468.0431057,14656258.5534044
-1610730.41249962,39178621.1201923,17142.0644152307,82682633.0012283,14656258.5534044
-1610730.41249966,42552788.3076923,17888.9440448603,85136025.0341344,13472292.1682692
-1610730.41249963,46209506.9951923,17926.8051559714,86439262.6756652,14656258.5534044
-1610730.41249978,48395422.1201923,18976.9440448603,88451765.7102,14656258.5534044
-1610730.41249952,4748201.9375,19146.7681189344,90649286.5773575,14005475.7182952
-1610730.41249971,6693686.375,18825.4996004158,91951567.2853344,12900860.2265625
-1610730.41249964,9162153,20096.1755263418,94458874.9296124,14005475.7182952
-1610730.41249968,13889844.9284044,20574.4162670825,97693580.0970341,14005475.7182952
-1610730.41249961,17791279.9807692,20842.9903411566,98937720.9681664,14005475.7182952
-1232968.12296039,8527048.5,-6602.68526269998,68696.8602283713,617629.333333333
-1232968.1229604,2982418.05555556,-5984.9074849222,215049.699734544,1317175.55555556
-1232968.12296039,9665320.05555556,-6996.90054047776,439129.897265408,2062584.94444444
-1232968.12296039,3421143.38888889,-5844.58804047776,647600.185845656,2062584.94444444
-1232968.12296041,11147430.2777778,-6968.18526269998,1028225.03769751,2062584.94444444
-1232968.1229604,2956151.05555556,-7474.84498492221,287185.74757405,2062584.94444444
-1232968.1229604,10764354.8333333,-5535.5324849222,739550.389635345,2062584.94444444
-1232968.12296039,3820631.94444444,-7492.17137381109,1514276.7590463,2804552.77777778
-1232968.1229604,11121163.2777778,-6501.45609603332,1463008.61289392,2804552.77777778
-1232968.12296039,3365813.61111111,-5085.52554047776,1707933.37933521,2804552.77777778
-1232968.12296038,10474471.1666667,-6045.15054047776,1489343.77217001,2804552.77777778
-1232968.1229604,2283191.94444444,-6846.94220714443,1656269.81238887,2804552.77777778
-1232968.12296042,10009478.8333333,-6057.81026269998,2303672.05522276,2804552.77777778
-1232968.12296039,3339546.61111111,-6125.49776269998,2777127.43410332,2804552.77777778
-1232968.12296042,11147750.3888889,-6880.39359603332,2875725.47857112,2804552.77777778
-1232968.12296035,4204027.5,-8055.34498492221,3114620.74504649,2804552.77777778
-1232968.12296037,11930314.3888889,-6401.24081825554,3594440.6027438,2804552.77777778
-1232968.12296039,3739035.16666667,-6858.92831825554,3948180.2265864,2804552.77777778
-1232968.1229604,9336519.72222222,-6259.49776269998,4123021.74765823,2804552.77777778
-1232968.12296042,2666587.5,-7034.93526269999,3720171.28306788,2804552.77777778
-1232968.12296036,10392874.3888889,-6266.97692936665,3901142.1319736,2804552.77777778
-1232968.12296031,4148697.72222222,-5992.15054047776,3720959.36004491,2804552.77777778
-1232968.12296046,9310252.72222222,-5374.80331825554,4333971.67480189,2804552.77777778
-1232968.12296041,3066076.05555556,-4759.73387381109,5395048.50326429,2804552.77777778
-1232968.12296035,10792362.9444444,-5436.61581825554,5285628.21743003,2804552.77777778
-1232968.12296033,4122430.72222222,-5414.17831825553,5777770.57735693,2804552.77777778
-1232968.12296035,11231088.2777778,-6310.70609603331,5515784.48711606,2804552.77777778
-1232968.12296036,3475738.61111111,-6186.02554047776,6034846.97349998,2804552.77777778
-1232968.12296041,9254922.94444444,-5798.82415158887,6588629.69705821,2804552.77777778
-1232968.12296042,3010746.27777778,-4265.43526269998,7606012.43190066,2804552.77777778
-1232968.12296042,9693648.27777778,-5111.14359603331,7586917.10726542,2804552.77777778
-1232968.12296041,3449471.61111111,-7066.1713738111,7164126.79146295,2804552.77777778
-1232968.12296045,11175758.5,-6379.11581825554,7230701.66269751,2804552.77777778
-1232968.12296044,4931581.83333333,-5171.0949849222,7726788.86072407,2804552.77777778
-1232968.1229604,10093136.8333333,-5958.77554047776,7920020.03592048,2804552.77777778
-1232968.12296043,3848960.16666667,-5725.5324849222,8566941.87103083,2804552.77777778
-1232968.12296043,9638318.5,-6508.9074849222,9555863.73286211,2804552.77777778
-1232968.12296041,3394141.83333333,-5956.90054047776,10154547.7679444,2804552.77777778
-1232968.12296041,10502799.3888889,-6440.13665158887,10232012.5975366,2804552.77777778
-1232968.12296048,2311520.16666667,-7211.62276269998,10188386.9805987,2804552.77777778
-1232968.12296043,10037807.0555556,-5907.43526269998,10798370.8500768,2804552.77777778
-1232968.12296058,3793630.38888889,-5742.42137381109,9835121.1350226,2804552.77777778
-1232968.12296043,10476532.3888889,-6360.76859603331,10045305.2894465,2804552.77777778
-1232968.12296043,4232355.72222222,-6303.6574849222,10710607.4466481,2804552.77777778
-1232968.12296045,11958642.6111111,-5857.88665158887,10701433.5326507,2804552.77777778
-1232968.12296054,2256190.38888889,-5345.93526269998,10947141.5737525,2804552.77777778
-1232968.12296059,9364847.94444444,-5489.33804047776,12006284.6912101,2804552.77777778
-1232968.12296049,2694915.72222222,-4729.26165158887,12306129.314869,2804552.77777778
-1232968.12296043,10421202.6111111,-4387.23387381109,11072311.6974548,2804552.77777778
-1232968.12296046,4177025.94444445,-5702.7963738111,12679090.3099087,2804552.77777778
-1109030.65857509,2497725.875,-52.7426296368501,226343.399755348,1841745.63492063
-1109030.65857509,2069604.375,-758.138971100265,616432.876942297,1841745.63492063
