const_consumed,const_itersMu,const_itersSigma,const_number,const_produced,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_employeesMu,var_goodwillMu,var_total_value_destroyedMu,var_valueProducedMu
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-9.147280974244323E7,1.0,1.266633425E7,9.834601260058227E7,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-9.854522974244323E7,1.0,4.75488045E7,1.8150177435058227E8,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-1.1692123574244323E8,1.0,1.556428225E7,1.8909669960058227E8,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-1.1639873074244323E8,1.0,4.285182725E7,2.722524613505823E8,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-8.569073224244323E7,1.0,9768386.25,3.252227301005823E8,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-1.4939941974244323E8,1.0,2.3116546E7,3.403699191005823E8,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-1.4132465074244323E8,1.0,1.266633425E7,3.933401878505823E8,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-1.4080214574244323E8,1.0,3.995387925E7,4.764959496005823E8,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-1.6677307674244323E8,1.0,5.33447005E7,5.218712931005823E8,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-1.6625057174244323E8,1.0,4.285182725E7,5.672466366005824E8,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-1.7332299174244323E8,1.0,9768386.25,6.202169053505824E8,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.2188449024244323E8,1.0,4.574977525E7,6.579973236005824E8,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-1.6854326274244323E8,1.0,1.266633425E7,7.109675923505824E8,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-1.9065398674244323E8,1.0,3.995387925E7,7.714901248505824E8,2.645077425E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.1662491724244323E8,1.0,5.33447005E7,8.168654683505824E8,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.1610241174244323E8,1.0,4.285182725E7,8.622408118505824E8,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.2317483174244323E8,1.0,9768386.25,9.152110806005824E8,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.717363302424432E8,1.0,5.33447005E7,9.605864241005824E8,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.4102833124244323E8,1.0,5.04467525E7,1.0437421858505824E9,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.4810075124244323E8,1.0,3.995387925E7,1.0891175293505824E9,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.4384352724244323E8,1.0,3.071147125E7,1.1118596436005824E9,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.6595425074244323E8,1.0,4.285182725E7,1.1572349871005824E9,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.730266707424432E8,1.0,9768386.25,1.2102052558505824E9,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.215881692424432E8,1.0,5.33447005E7,1.2555805993505824E9,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.908801712424432E8,1.0,5.04467525E7,1.3387363611005824E9,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-2.979525917424432E8,1.0,3.995387925E7,1.3841117046005824E9,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.163285967424432E8,1.0,5.33447005E7,1.4294870481005824E9,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.309532802424432E8,1.0,5.04467525E7,1.4824573168505824E9,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.228785117424432E8,1.0,4.75488045E7,1.5429798493505824E9,1.8855849E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.336595917424432E8,1.0,1.556428225E7,1.5505747746005824E9,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.407320117424432E8,1.0,5.04467525E7,1.6337305363505824E9,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.478044317424432E8,1.0,3.995387925E7,1.6791058798505824E9,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.661804372424432E8,1.0,5.33447005E7,1.7244812233505824E9,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-4.034383502424432E8,1.0,5.04467525E7,1.7774514921005824E9,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.727303512424432E8,1.0,4.75488045E7,1.8606072538505824E9,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.608782022424432E8,1.0,1.556428225E7,1.8682021791005824E9,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.981787772424432E8,1.0,5.04467525E7,1.9287247116005824E9,1.8855849E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-3.976562717424432E8,1.0,4.75488045E7,1.9816949803505824E9,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-4.084373517424432E8,1.0,4.574977525E7,2.0194753986005824E9,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-4.155097717424432E8,1.0,1.266633425E7,2.0724456673505824E9,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-4.225821912424432E8,1.0,4.75488045E7,2.155601429100582E9,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-4.333632717424432E8,1.0,1.556428225E7,2.163196354350582E9,4.90840035E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-4.480306167424432E8,1.0,5.04467525E7,2.246352116100582E9,4.148907825E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-4.248748822424432E8,1.0,2.491557525E7,2.276689155600582E9,1.130358525E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-4.960696102424432E8,1.0,4.574977525E7,2.314469573850582E9,2.645077425E7
15.0,17.06687569147947,2.8242634320801097,2.0,11.0,691904.1864937728,904327.4532507448,12.0,-4.653616112424432E8,1.0,1.266633425E7,2.367439842600582E9,4.90840035E7
18.0,13.06559231635924,14.042876482716018,4.0,4.0,136003.57230904995,426848.049210735,16.0,14347.300783741535,0.0,0.0,655.7195242654484,0.0
18.0,13.06559231635924,14.042876482716018,4.0,4.0,136003.57230904995,426848.049210735,16.0,-8818605.44921626,1.0,1394676.75,655.7195242654484,0.0
