const_itersMu,const_itersSigma,const_number,const_produced,const_required,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_employeesMu,var_goodwillMu,var_total_value_destroyedMu,var_valueProducedMu
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2481879249130182E7,0.0,0.0,262.9646877495501,0.0
