,mean,sd
CattleFarm.var_capitalMu,-111704563.85953195,670764795.7574263
CattleFarm.var_capitalSigma,105585584.17567945,1209261272.143686
CattleFarm.var_employeesMu,1.3562233333333313,3.7224151569371147
CattleFarm.var_employeesSigma,0.5576982658540199,4.368948973350082
CattleFarm.var_goodwillMu,4556440.134583361,13026612.515892886
CattleFarm.var_goodwillSigma,3125580.099519887,16098545.47063004
CattleFarm.var_total_value_destroyedMu,49.959024794045,41.604606537288596
CattleFarm.var_total_value_destroyedSigma,37.17328415008233,32.16073323577909
CattleFarm.var_valueProducedMu,9176717.554390173,24015027.988068756
CattleFarm.var_valueProducedSigma,6544940.205181145,30253151.141379062
