const_itersMu,const_itersSigma,const_number,const_produced,const_required,const_salaryMu,const_salarySigma,const_tacticsMu,const_tacticsSigma,const_time,var_capitalMu,var_capitalSigma,var_employeesMu,var_employeesSigma,var_goodwillMu,var_goodwillSigma,var_total_value_destroyedMu,var_total_value_destroyedSigma,var_valueProducedMu,var_valueProducedSigma
4.835398908631823,3.8255811046702504,2.0,12.0,5.0,378030.8162480122,235066.67162161335,0.2698883125706123,0.6856730646236301,3.0,8426.169125616309,129.6372315100689,0.0,0.0,0.0,0.0,34.29275429075274,4.40427735974041,0.0,0.0
4.835398908631823,3.8255811046702504,2.0,12.0,5.0,378030.8162480122,235066.67162161335,0.2698883125706123,0.6856730646236301,3.0,-7519340.830874383,412273.36276848987,1.0,0.0,543717.0,412403.0,34.29275429075274,4.40427735974041,1631151.0,1237209.0
4.835398908631823,3.8255811046702504,2.0,12.0,5.0,378030.8162480122,235066.67162161335,0.2698883125706123,0.6856730646236301,3.0,-6975623.830874383,129.63723151013255,1.0,0.0,0.0,0.0,34.29275429075274,4.40427735974041,1631151.0,1237209.0
4.835398908631823,3.8255811046702504,2.0,12.0,5.0,378030.8162480122,235066.67162161335,0.2698883125706123,0.6856730646236301,3.0,-8063057.830874383,824676.3627684899,1.0,0.0,1087434.0,824806.0,34.29275429075274,4.40427735974041,1631151.0,1237209.0
4.835398908631823,3.8255811046702504,2.0,12.0,5.0,378030.8162480122,235066.67162161335,0.2698883125706123,0.6856730646236301,3.0,-7519340.830874383,412273.36276848987,1.0,0.0,543717.0,412403.0,34.29275429075274,4.40427735974041,1631151.0,1237209.0
4.835398908631823,3.8255811046702504,2.0,12.0,5.0,378030.8162480122,235066.67162161335,0.2698883125706123,0.6856730646236301,3.0,-6975623.830874383,129.63723151013255,1.0,0.0,0.0,0.0,34.29275429075274,4.40427735974041,1631151.0,1237209.0
4.835398908631823,3.8255811046702504,2.0,12.0,5.0,378030.8162480122,235066.67162161335,0.2698883125706123,0.6856730646236301,3.0,-8063057.830874383,824676.3627684899,1.0,0.0,1087434.0,824806.0,34.29275429075274,4.40427735974041,1631151.0,1237209.0
4.835398908631823,3.8255811046702504,2.0,12.0,5.0,378030.8162480122,235066.67162161335,0.2698883125706123,0.6856730646236301,3.0,-7519340.830874383,412273.36276848987,1.0,0.0,543717.0,412403.0,34.29275429075274,4.40427735974041,1631151.0,1237209.0
4.835398908631823,3.8255811046702504,2.0,12.0,5.0,378030.8162480122,235066.67162161335,0.2698883125706123,0.6856730646236301,3.0,-6975623.830874383,129.63723151013255,1.0,0.0,0.0,0.0,34.29275429075274,4.40427735974041,1631151.0,1237209.0
4.835398908631823,3.8255811046702504,2.0,12.0,5.0,378030.8162480122,235066.67162161335,0.2698883125706123,0.6856730646236301,3.0,-8063057.830874383,824676.3627684899,1.0,0.0,1087434.0,824806.0,34.29275429075274,4.40427735974041,1631151.0,1237209.0
