const_consumed,const_itersMu,const_itersSigma,const_number,const_produced,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_capitalSigma,var_employeesMu,var_employeesSigma,var_goodwillMu,var_goodwillSigma,var_total_value_destroyedMu,var_total_value_destroyedSigma,var_valueProducedMu,var_valueProducedSigma
4.0,6.333319346105544,19.420954015562195,6.0,8.0,372889.2145269547,283871.64233526547,6.0,4030.8349648292124,5967.34640523393,0.0,0.0,0.0,0.0,104.50970745991924,27.54984927256381,0.0,0.0
4.0,6.333319346105544,19.420954015562195,6.0,8.0,372889.2145269547,283871.64233526547,6.0,-7692580.998368504,4283973.550606703,0.9999999999999999,1.1102230246251564E-16,405084.8333333333,225366.24601258629,104.50970745991924,27.54984927256381,0.0,0.0
4.0,6.333319346105544,19.420954015562195,6.0,8.0,372889.2145269547,283871.64233526547,6.0,-1.5794277665035171E7,8791296.582058962,0.9999999999999999,1.1102230246251564E-16,1215254.5,676098.7380377589,104.50970745991924,27.54984927256381,0.0,0.0
4.0,6.333319346105544,19.420954015562195,6.0,8.0,372889.2145269547,283871.64233526547,6.0,-2.3895974331701837E7,1.329862089385925E7,0.9999999999999999,1.1102230246251564E-16,2025424.1666666665,1126831.2300629313,104.50970745991924,27.54984927256381,0.0,0.0
4.0,6.333319346105544,19.420954015562195,6.0,8.0,372889.2145269547,283871.64233526547,6.0,-3.19976709983685E7,1.7805945513701387E7,0.9999999999999999,1.1102230246251564E-16,405084.8333333333,225366.24601258629,104.50970745991924,27.54984927256381,0.0,0.0
4.0,6.333319346105544,19.420954015562195,6.0,8.0,372889.2145269547,283871.64233526547,6.0,-4.009936766503517E7,2.2313270254910186E7,0.9999999999999999,1.1102230246251564E-16,1215254.5,676098.7380377589,104.50970745991924,27.54984927256381,0.0,0.0
4.0,6.333319346105544,19.420954015562195,6.0,8.0,372889.2145269547,283871.64233526547,6.0,-4.820106433170184E7,2.6820595056296963E7,0.9999999999999999,1.1102230246251564E-16,2025424.1666666665,1126831.2300629313,104.50970745991924,27.54984927256381,0.0,0.0
4.0,6.333319346105544,19.420954015562195,6.0,8.0,372889.2145269547,283871.64233526547,6.0,-5.630276099836851E7,3.1327919891887285E7,0.9999999999999999,1.1102230246251564E-16,405084.8333333333,225366.24601258629,104.50970745991924,27.54984927256381,0.0,0.0
4.0,6.333319346105544,19.420954015562195,6.0,8.0,372889.2145269547,283871.64233526547,6.0,-6.440445766503517E7,3.583524474877488E7,0.9999999999999999,1.1102230246251564E-16,1215254.5,676098.7380377589,104.50970745991924,27.54984927256381,0.0,0.0
4.0,6.333319346105544,19.420954015562195,6.0,8.0,372889.2145269547,283871.64233526547,6.0,-7.250615433170184E7,4.034256961982135E7,0.9999999999999999,1.1102230246251564E-16,2025424.1666666665,1126831.2300629313,104.50970745991924,27.54984927256381,0.0,0.0
