const_consumed,const_itersMu,const_itersSigma,const_number,const_produced,const_salaryMu,const_salarySigma,const_tacticsMu,const_tacticsSigma,const_time,var_capitalMu,var_capitalSigma,var_employeesMu,var_employeesSigma,var_goodwillMu,var_goodwillSigma,var_total_value_destroyedMu,var_total_value_destroyedSigma,var_valueProducedMu,var_valueProducedSigma
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-2474246.8471315363,515684.28398281307,1.0,0.0,2470659.0,510805.8294763285,92.77355986606582,11.075631133945656,0.0,0.0
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-5562570.597131537,1154181.4535429245,1.0,0.0,1852994.25,383104.37210724637,92.77355986606582,11.075631133945656,0.0,0.0
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-1.2231291347131535E7,4049964.6202542316,1.0,0.0,4815726.5,2573384.4453428932,3580489.7735598665,2335499.221485828,0.0,0.0
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-8033228.597131536,1664984.7761999741,1.0,0.0,617664.75,127701.45736908213,3580489.7735598665,2335499.221485828,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-1.4701949347131535E7,4549671.624662567,1.0,0.0,3580397.0,2335508.639273895,7160886.7735598665,4671007.860756086,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-1.7790273097131535E7,5177352.583665136,1.0,0.0,6668720.75,2935725.257216722,7160886.7735598665,4671007.860756086,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-1.7172607097131535E7,5051598.988364821,1.0,0.0,6051056.0,2814333.971058872,1.0741283773559866E7,7006516.500028769,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-1.2974543847131535E7,2686594.0657755197,1.0,0.0,1852994.25,383104.37210724637,1.0741283773559866E7,7006516.500028769,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-1.9643264597131535E7,5555145.573352817,1.0,0.0,4815726.5,2573384.4453428932,1.4321680773559866E7,9342025.139302058,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-1.5445202097131535E7,3197399.516797696,1.0,0.0,617664.75,127701.45736908213,1.4321680773559866E7,9342025.139302058,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-2.2113922847131535E7,6059907.555897939,1.0,0.0,3580397.0,2335508.639273895,1.790207777355987E7,1.1677533778575588E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-2.5202246597131535E7,6692149.646484082,1.0,0.0,6668720.75,2935725.257216722,1.790207777355987E7,1.1677533778575588E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-2.4584580847131535E7,6565604.047017401,1.0,0.0,6051056.0,2814333.971058872,2.148247477355987E7,1.4013042417849239E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-2.0386518847131535E7,4219009.975808553,1.0,0.0,1852994.25,383104.37210724637,2.148247477355987E7,1.4013042417849239E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-2.7055239597131535E7,7072034.729840081,1.0,0.0,4815726.5,2573384.4453428932,2.506287177355987E7,1.6348551057122963E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-2.2857176597131535E7,4729815.75271962,1.0,0.0,617664.75,127701.45736908213,2.506287177355987E7,1.6348551057122963E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-2.9525897347131535E7,7579053.300475708,1.0,0.0,3580397.0,2335508.639273895,2.864326877355987E7,1.8684059696396727E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-3.2614221097131535E7,8213486.18577587,1.0,0.0,6668720.75,2935725.257216722,2.864326877355987E7,1.8684059696396727E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-3.199655559713154E7,8086548.828259632,1.0,0.0,6051056.0,2814333.971058872,3.222366577355987E7,2.101956833567052E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-2.779849309713154E7,5751427.17434928,1.0,0.0,1852994.25,383104.37210724637,3.222366577355987E7,2.101956833567052E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-3.4467213847131535E7,8594435.609075394,1.0,0.0,4815726.5,2573384.4453428932,3.580406277355987E7,2.3355076974944334E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-3.026915084713154E7,6262232.480712646,1.0,0.0,617664.75,127701.45736908213,3.580406277355987E7,2.3355076974944334E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-3.6937871597131535E7,9102649.133356433,1.0,0.0,3580397.0,2335508.639273895,3.938445977355987E7,2.5690585614218164E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-4.0026195347131535E7,9738297.939346977,1.0,0.0,6668720.75,2935725.257216722,3.938445977355987E7,2.5690585614218164E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-3.9408529597131535E7,9611137.862112572,1.0,0.0,6051056.0,2814333.971058872,4.296485677355987E7,2.8026094253492005E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-3.5210467347131535E7,7283843.632070845,1.0,0.0,1852994.25,383104.37210724637,4.296485677355987E7,2.8026094253492005E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-4.1879188097131535E7,1.0119859713951273E7,1.0,0.0,4815726.5,2573384.4453428932,4.654525377355987E7,3.0361602892765854E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-3.7681125347131535E7,7794649.473027899,1.0,0.0,617664.75,127701.45736908213,4.654525377355987E7,3.0361602892765854E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-4.4349846097131535E7,1.0628781846384704E7,1.0,0.0,3580397.0,2335508.639273895,5.012565077355987E7,3.2697111532039706E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-4.7438169847131535E7,1.1265174133567387E7,1.0,0.0,6668720.75,2935725.257216722,5.012565077355987E7,3.2697111532039706E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-4.6820504347131535E7,1.1137876324230278E7,1.0,0.0,6051056.0,2814333.971058872,5.370604777355987E7,3.503262017131357E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-4.2622441347131535E7,8816261.088187946,1.0,0.0,1852994.25,383104.37210724637,5.370604777355987E7,3.503262017131357E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-4.9291162097131535E7,1.1647120770924516E7,1.0,0.0,4815726.5,2573384.4453428932,5.728644477355987E7,3.736812881058743E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-4.5093099347131535E7,9327066.652492234,1.0,0.0,617664.75,127701.45736908213,5.728644477355987E7,3.736812881058743E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-5.1761820097131535E7,1.2156495958239596E7,1.0,0.0,3580397.0,2335508.639273895,6.086684177355987E7,3.97036374498613E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-5.4850143847131535E7,1.2793375552593393E7,1.0,0.0,6668720.75,2935725.257216722,6.086684177355987E7,3.97036374498613E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-5.4232478097131535E7,1.2665985845256053E7,1.0,0.0,6051056.0,2814333.971058872,6.444723877355987E7,4.203914608913517E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-5.0034415097131535E7,1.034867740917702E7,1.0,0.0,1852994.25,383104.37210724637,6.444723877355987E7,4.203914608913517E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-5.6703135847131535E7,1.317557821913405E7,1.0,0.0,4815726.5,2573384.4453428932,6.802763577355987E7,4.4374654728409044E7,7286385.5,3057630.650600682
8.0,15.604145530109427,0.501167422027502,4.0,16.0,322696.4942229794,489656.4549372371,0.8014853761312686,0.18574187269387132,6.0,-5.2505072097131535E7,1.0859482892772645E7,1.0,0.0,617664.75,127701.45736908213,6.802763577355987E7,4.4374654728409044E7,7286385.5,3057630.650600682
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-3196413.283191721,584350.8492999804,1.0,0.0,2185126.4,195172.749894651,77.82891694580101,9.431132170275253,0.0,0.0
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-5927821.28319172,532861.8366884803,1.0,0.0,4916534.4,439138.6872629648,77.82891694580101,9.431132170275253,0.0,0.0
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-9589889.28319172,1119534.8432604966,1.0,0.0,1560178.8,659368.614814627,1013975.0289169458,689203.8092826089,0.0,0.0
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.2404534483191721E7,1067439.9595799928,1.0,0.0,4291586.800000001,552262.9921819494,1013975.0289169458,689203.8092826089,0.0,0.0
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.5135942483191721E7,1107212.930335601,1.0,0.0,7022994.799999999,542457.9357489021,1013975.0289169458,689203.8092826089,0.0,0.0
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.0682451883191722E7,1097890.3179915026,1.0,0.0,2652742.0,607102.3770930237,2027872.2289169459,1378410.695899118,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.349709708319172E7,1076912.6085299004,1.0,0.0,5384150.0,535178.7005103996,2027872.2289169459,1378410.695899118,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-8112946.283191722,568884.9147473691,1.0,0.0,1013897.2,689206.8866453381,3041769.428916945,2067617.5825348466,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.1858251483191721E7,1066027.253567011,1.0,0.0,3745305.1999999993,566944.2860565402,3041769.428916945,2067617.5825348466,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.4589659483191721E7,1095033.572951002,1.0,0.0,6476713.2,535615.7872738256,3041769.428916945,2067617.5825348466,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.0136168483191721E7,1107690.5648199602,1.0,0.0,2106460.4,631893.4705260373,4055666.628916946,2756824.46917538,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.2950813683191722E7,1071075.129977591,1.0,0.0,4837868.399999999,541594.4533163536,4055666.628916946,2756824.46917538,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.5682221683191722E7,1121383.9218980833,1.0,0.0,7569276.4,553532.7477436543,4055666.628916946,2756824.46917538,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.131196808319172E7,1066845.7868399653,1.0,0.0,3199023.6,585336.4713890976,5069563.8289169455,3446031.3558178353,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.4043376083191723E7,1084913.1768970257,1.0,0.0,5930431.6,533169.2802334358,5069563.8289169455,3446031.3558178353,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-8659225.283191722,587754.0779433731,1.0,0.0,1560178.8,659368.614814627,6083461.028916946,4135238.2424612516,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.2404530483191721E7,1067438.8780032177,1.0,0.0,4291586.800000001,552262.9921819494,6083461.028916946,4135238.2424612516,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.5135938483191721E7,1107211.7347124624,1.0,0.0,7022994.799999999,542457.9357489021,6083461.028916946,4135238.2424612516,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.076568508319172E7,1069892.1496680272,1.0,0.0,2652742.0,607102.3770930237,7097358.228916945,4824445.129105217,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.3497093083191723E7,1076911.2754428217,1.0,0.0,5384150.0,535178.7005103996,7097358.228916945,4824445.129105217,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-8112942.483191721,568884.1498042225,1.0,0.0,1013897.2,689206.8866453381,8111255.428916945,5513652.015749525,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.185824768319172E7,1066026.5836556312,1.0,0.0,3745305.1999999993,566944.2860565402,8111255.428916945,5513652.015749525,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.458965568319172E7,1095032.8311340755,1.0,0.0,6476713.2,535615.7872738256,8111255.428916945,5513652.015749525,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.0136164883191722E7,1107690.5556749178,1.0,0.0,2106460.4,631893.4705260373,9125152.628916945,6202858.902394063,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.2950810083191723E7,1071074.9291616343,1.0,0.0,4837868.399999999,541594.4533163536,9125152.628916945,6202858.902394063,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.5682218083191723E7,1121383.5770088718,1.0,0.0,7569276.4,553532.7477436543,9125152.628916945,6202858.902394063,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.1311964483191721E7,1066846.0399074259,1.0,0.0,3199023.6,585336.4713890976,1.0139049828916945E7,6892065.789038761,8115557.999999999,568592.950958768
18.0,8.768130510287486,6.106718480364048,5.0,12.0,543403.0423370602,60099.30016704934,0.8352146442679836,0.4423627991472915,13.0,-1.4043372483191721E7,1084913.3380009525,1.0,0.0,5930431.6,533169.2802334358,1.0139049828916945E7,6892065.789038761,8115557.999999999,568592.950958768
