gl_capitalMu,gl_goodwillMu,gl_happinessMu,gl_total_value_destroyedMu,gl_valueProducedMu,unemploymentRate
-36.75368074669134,0.0,18.66803963963858,54.38480201107674,0.0,1.0
-693091.9632615868,4.1336979444444425E7,-560.0366017105727,4026.6191098659556,256126.8148148148,0.0
-693091.963261588,1.0821493862962964E8,-836.456432934201,12069.87544190777,256126.8148148148,0.0
-693091.9632615856,1.7173838581481478E8,-1143.50284643631,49460.14018661383,3884941.1851851847,0.0
-693091.9632615783,4883173.148148148,-1468.0534793477027,180443.94660083886,4964405.703703703,0.0
-693091.9632616126,6.840662033333334E7,-1620.3087536093046,238164.45322833362,4964405.703703703,0.0
-693091.9632615825,1.3646075596296296E8,-1540.83196036036,266310.0514495111,4964405.703703703,0.0
-693091.9632615788,2.0126909129629627E8,-1497.6230996008665,376273.30594185175,4964405.703703703,0.0
-693091.9632616098,3.3493486280423284E7,-1573.1716228076182,679866.2298505827,9397946.37037037,0.0
-693091.9632615859,9.930711253063664E7,-1524.093563735888,841205.7218560583,1.070967713227513E7,0.0
-693091.9632616028,1.6246953848148146E8,-1528.0049561409517,883603.8942420068,1.1394874197303293E7,0.0
-693091.9632615345,2.277549779841269E8,-1603.1990489679556,973120.7352692942,1.1394874197303293E7,0.0
-693091.9632615198,5.992398628042329E7,-1742.5387114152134,1190255.7614555643,1.5838750863969963E7,0.0
-693091.9632616176,1.2337123293278189E8,-1598.9374455924294,1510737.0926194622,1.5706335811230587E7,0.0
-693091.9632615121,1.883696092962962E8,-1504.2918759721763,1683691.0269826814,1.581811778463373E7,0.0
-693091.9632616453,1.9585238798941795E7,-1438.8171924278715,2191044.7882419582,1.5796506863998808E7,0.0
-693091.9632615736,8.640763053063664E7,-1448.0998928498136,2296179.975259224,1.5679566620761607E7,0.0
-693091.9632616027,1.4856129099999997E8,-1395.1737325122606,2513719.215095456,1.5817139943335041E7,0.0
-693091.9632615724,2.1661542662962955E8,-1248.6357578287157,2688784.035244023,1.5817139943335041E7,0.0
-693091.9632615879,4.5485309613756604E7,-1069.220146014369,2960286.174424169,1.5838750863969963E7,0.0
-693091.9632615441,1.104717509327819E8,-959.985968799179,3269290.260523521,1.5706335811230587E7,0.0
-693091.963261546,1.7446136181481478E8,-858.0851249173242,3384471.1972556296,1.581811778463373E7,0.0
-693091.9632616668,6685756.7989417985,-624.8298506557196,3977386.3397870916,1.5796506863998808E7,0.0
-693091.96326154,7.249938304915515E7,-550.1526354658461,4233918.473419331,1.5679566620761607E7,0.0
-693091.9632615228,1.4055351867878467E8,-462.48385909453816,4310225.142757382,1.5679566620761607E7,0.0
-693091.9632615441,2.0217674996296293E8,-574.6568548751292,4639512.180462576,1.5817139943335041E7,0.0
-693091.9632616057,3.258582761375662E7,-543.9268970692211,4872054.135822452,1.5838750863969963E7,0.0
-693091.9632615284,9.656350345130043E7,-276.72014601437013,5225776.543103227,1.5706335811230587E7,0.0
-693091.96326154,1.615618798148148E8,-307.56402787091133,5347871.324031953,1.581811778463373E7,0.0
-693091.9632616541,2.250320019841269E8,-16.699048967957598,5650290.277911504,1.581811778463373E7,0.0
-693091.9632616029,6.0831644947089955E7,123.99293415440596,6171722.124655193,1.5796506863998808E7,0.0
-693091.9632615694,1.2611484201211813E8,87.7693054624246,6493426.516356762,1.5679566620761607E7,0.0
-693091.9632615537,1.892772679629629E8,187.3621324666417,6574786.583701053,1.5817139943335041E7,0.0
-693091.9632615517,1.867758013227513E7,398.9823856311985,6905981.445520169,1.5838750863969963E7,0.0
-693091.9632616277,8.366402145130041E7,671.001372972972,7114922.312483825,1.5706335811230587E7,0.0
-693091.9632615224,1.4765363233333328E8,747.0815417493428,7267386.788302681,1.581811778463373E7,0.0
-693091.9632615142,2.157077679629629E8,910.3579130573563,7547077.311391189,1.581811778463373E7,0.0
-693091.9632615253,4.639296828042326E7,966.5562252936471,7987968.494354008,1.5796506863998808E7,0.0
-693091.9632616002,1.1321536001211813E8,882.6427231839414,8114633.253163163,1.5679566620761607E7,0.0
-693091.9632616052,1.7536902048148143E8,1020.632174660737,8296178.664318877,1.5817139943335041E7,0.0
5862.469980065089,0.0,94.34954989283058,66.26240986368947,0.0,1.0
-463975.6711090405,1.0864355617391303E8,-937.8593673046215,4352.811372617114,435602.4347826087,0.0
-463975.67110904766,2.716466160869566E8,-1784.4045902345579,10987.510883818215,435602.4347826087,0.0
-463975.6711090377,4.299183339130435E8,-2221.948539279142,32825.057900398206,435602.4347826087,0.0
-463975.67110906134,1.650263025217391E8,-2430.8848450116243,72007.93868898756,1405047.2173913044,0.0
-463975.6711090401,3.058222474782608E8,-2724.334526540291,81859.82817362224,2482221.3913043477,0.0
-463975.67110904097,2.589807004347826E7,-2972.6428067950696,146769.14889913838,4246473.130434783,0.0
-463975.6711090447,1.9200043778260866E8,-3402.0262462855158,194469.3501064381,4246473.130434783,0.0
-463975.6711090312,3.414344444782609E8,-3362.6784755848744,241446.92373252288,4246473.130434783,0.0
-463975.6711089677,6.150278639130435E7,-3459.903953291882,309112.7217087899,5547919.391304348,0.0
-463975.671109058,2.2804075656521735E8,-3889.286118896976,372847.17542824836,5547919.391304348,0.0
-463975.6711090541,3.770391608260869E8,-3548.488666667682,457531.81778614095,5547919.391304348,0.0
-463975.67110898386,9.758256452173911E7,-3757.05936730462,300731.575281652,5547919.391304348,0.0
-463975.67110907205,2.6230950778260866E8,-3784.5408959670426,338079.97255510034,5547919.391304348,0.0
-463975.67110905936,3.927441250869566E8,-3722.6555456485657,370086.2610430891,5547919.391304348,0.0
-463975.6711090148,1.30827885E8,-3447.8517239925213,637840.3456676988,5547919.391304348,0.0
-463975.671109083,2.7415019360869575E8,-3389.965099788699,713213.3791877425,5547919.391304348,0.0
-463975.6711091273,4.173297995217391E8,-3263.111596603986,827031.4843666242,5547919.391304348,0.0
-463975.6711091001,1.679220772608695E8,-3516.17146921545,843022.3728265578,5547919.391304348,0.0
-463975.6711090622,3.051469058695651E8,-3237.251723992521,925437.5429965745,5547919.391304348,0.0
-463975.67110903026,3.159642013043478E7,-3381.863188960672,1070345.2503816974,5547919.391304348,0.0
-463975.67110911926,1.873102913043478E8,-3332.898857750482,1089854.7525003026,5547919.391304348,0.0
-463975.67110893084,3.282314366086957E8,-3258.8045902345543,805277.5135285375,5547919.391304348,0.0
-463975.671109173,7.892619704347825E7,-3594.185481954304,906410.2285111991,5547919.391304348,0.0
-463975.67110897077,2.3034767895652175E8,-3672.2861188969773,992233.0417652562,5547919.391304348,0.0
-463975.6711089504,3.646986642608696E8,-3526.2262462855124,1091747.1680978741,5547919.391304348,0.0
-463975.67110902077,1.1389013756521738E8,-3394.82624628551,1149152.5131572657,5547919.391304348,0.0
-463975.6711089576,2.6487601704347822E8,-3677.492488323729,1241491.2043849379,5547919.391304348,0.0
-463975.6711088152,3.81749163652174E8,-3772.770195330096,1150237.3218680955,5547919.391304348,0.0
-463975.6711090051,1.390141776521739E8,-3715.5600042473,1224625.9315453025,5547919.391304348,0.0
-463975.67110886675,2.6553638226086953E8,-3842.867010616725,1280627.3456262208,5547919.391304348,0.0
-463975.6711091179,4.062512053043479E8,-3833.2542717632177,1566017.2621653664,5547919.391304348,0.0
-463975.67110902537,1.717089296521739E8,-3597.5918513810543,1554892.277404322,5547919.391304348,0.0
-463975.6711089652,2.9537228756521744E8,-3262.906501062586,1612546.9205780085,5547919.391304348,0.0
-463975.6711090235,4.210366191304348E7,-3366.684845011628,1699429.1855306118,5547919.391304348,0.0
-463975.6711093063,1.946333806956522E8,-3364.3472653937924,1763799.4308720385,5547919.391304348,0.0
-463975.6711091377,3.294199684347827E8,-3335.484845011626,1544979.5199476113,5547919.391304348,0.0
