const_buyBeef,const_buyBread,const_buyFlour,const_buyFuel,const_buyLand,const_buyMu,const_buyOil,const_buySigma,const_buyWheat,const_consumeBeef,const_consumeBread,const_consumeFlour,const_consumeFuel,const_consumeMu,const_consumeOil,const_consumeSigma,const_consumeWheat,const_enjoyBeefMu,const_enjoyBeefSigma,const_enjoyBreadMu,const_enjoyBreadSigma,const_enjoyFlourMu,const_enjoyFlourSigma,const_enjoyFuelMu,const_enjoyFuelSigma,const_enjoyOilMu,const_enjoyOilSigma,const_enjoyWheatMu,const_enjoyWheatSigma,const_femaleBonusSalMu,const_femaleBonusSalSigma,const_femaleEduMu,const_femaleEduSigma,const_genderMu,const_genderSigma,const_maleBonusSalMu,const_maleBonusSalSigma,const_maleEduMu,const_maleEduSigma,const_number,var_capitalMu,var_capitalSigma,var_happinessMu,var_happinessSigma,var_salaryMu,var_salarySigma,var_total_value_destroyedMu,var_total_value_destroyedSigma
0.32181669398301804,0.9850496633937812,0.9053758726114732,0.9293149562491301,0.9534556947711641,3.1607888732338374,0.27152199630397233,9.328244624724633,0.9469087161373549,0.420102146388065,0.9147913253286504,0.09547864515098958,0.9986331501849498,2.9781640119697155,0.3290893565099696,7.611542492755581,0.8870970636190143,744.4102509499853,782.3549945741644,862.5104585828079,245.35032638371402,535.7227675157368,168.70229398368787,688.6393281393231,290.24311695109895,344.0783709319344,596.4706243811961,633.090704961037,734.5084560113988,180.18615828452155,540.0977547344828,1.9856331208807965,6.4869214436397815,0.2578932994348061,0.9877373418563793,851.5134860842143,197.52393810916635,0.5729648007338117,5.3697429359302715,825.0,537.0564000412439,4887.426339306325,8.021439644875056,28.459411025429073,68819.65638953824,616109.6616679621,11.781662174842369,61.80619010435356
0.32181669398301804,0.9850496633937812,0.9053758726114732,0.9293149562491301,0.9534556947711641,3.1607888732338374,0.27152199630397233,9.328244624724633,0.9469087161373549,0.420102146388065,0.9147913253286504,0.09547864515098958,0.9986331501849498,2.9781640119697155,0.3290893565099696,7.611542492755581,0.8870970636190143,744.4102509499853,782.3549945741644,862.5104585828079,245.35032638371402,535.7227675157368,168.70229398368787,688.6393281393231,290.24311695109895,344.0783709319344,596.4706243811961,633.090704961037,734.5084560113988,180.18615828452155,540.0977547344828,1.9856331208807965,6.4869214436397815,0.2578932994348061,0.9877373418563793,851.5134860842143,197.52393810916635,0.5729648007338117,5.3697429359302715,825.0,4586779.586097012,1459315.6564892244,-12648.422196718744,11844.813994170172,376709.2,67515.84191325586,11.781662174842369,61.80619010435356
0.32181669398301804,0.9850496633937812,0.9053758726114732,0.9293149562491301,0.9534556947711641,3.1607888732338374,0.27152199630397233,9.328244624724633,0.9469087161373549,0.420102146388065,0.9147913253286504,0.09547864515098958,0.9986331501849498,2.9781640119697155,0.3290893565099696,7.611542492755581,0.8870970636190143,744.4102509499853,782.3549945741644,862.5104585828079,245.35032638371402,535.7227675157368,168.70229398368787,688.6393281393231,290.24311695109895,344.0783709319344,596.4706243811961,633.090704961037,734.5084560113988,180.18615828452155,540.0977547344828,1.9856331208807965,6.4869214436397815,0.2578932994348061,0.9877373418563793,851.5134860842143,197.52393810916635,0.5729648007338117,5.3697429359302715,825.0,1.208246538852126E7,2851653.7131227455,-16690.49007550664,14799.57178975134,376709.2,67515.84191325586,-38148.364664730616,1236818.5584502376
0.32181669398301804,0.9850496633937812,0.9053758726114732,0.9293149562491301,0.9534556947711641,3.1607888732338374,0.27152199630397233,9.328244624724633,0.9469087161373549,0.420102146388065,0.9147913253286504,0.09547864515098958,0.9986331501849498,2.9781640119697155,0.3290893565099696,7.611542492755581,0.8870970636190143,744.4102509499853,782.3549945741644,862.5104585828079,245.35032638371402,535.7227675157368,168.70229398368787,688.6393281393231,290.24311695109895,344.0783709319344,596.4706243811961,633.090704961037,734.5084560113988,180.18615828452155,540.0977547344828,1.9856331208807965,6.4869214436397815,0.2578932994348061,0.9877373418563793,851.5134860842143,197.52393810916635,0.5729648007338117,5.3697429359302715,825.0,1.9552813384884894E7,4262132.060447441,-18202.03310580967,16403.292438906865,376709.2,67515.84191325586,-50447.882474242986,2187359.8621697165
0.32181669398301804,0.9850496633937812,0.9053758726114732,0.9293149562491301,0.9534556947711641,3.1607888732338374,0.27152199630397233,9.328244624724633,0.9469087161373549,0.420102146388065,0.9147913253286504,0.09547864515098958,0.9986331501849498,2.9781640119697155,0.3290893565099696,7.611542492755581,0.8870970636190143,744.4102509499853,782.3549945741644,862.5104585828079,245.35032638371402,535.7227675157368,168.70229398368787,688.6393281393231,290.24311695109895,344.0783709319344,596.4706243811961,633.090704961037,734.5084560113988,180.18615828452155,540.0977547344828,1.9856331208807965,6.4869214436397815,0.2578932994348061,0.9877373418563793,851.5134860842143,197.52393810916635,0.5729648007338117,5.3697429359302715,825.0,2.7003902577612158E7,5850210.484224856,-20215.222196718772,18232.02863778019,376709.2,67515.84191325586,-706.3301070674623,2285496.144635421
0.32181669398301804,0.9850496633937812,0.9053758726114732,0.9293149562491301,0.9534556947711641,3.1607888732338374,0.27152199630397233,9.328244624724633,0.9469087161373549,0.420102146388065,0.9147913253286504,0.09547864515098958,0.9986331501849498,2.9781640119697155,0.3290893565099696,7.611542492755581,0.8870970636190143,744.4102509499853,782.3549945741644,862.5104585828079,245.35032638371402,535.7227675157368,168.70229398368787,688.6393281393231,290.24311695109895,344.0783709319344,596.4706243811961,633.090704961037,734.5084560113988,180.18615828452155,540.0977547344828,1.9856331208807965,6.4869214436397815,0.2578932994348061,0.9877373418563793,851.5134860842143,197.52393810916635,0.5729648007338117,5.3697429359302715,825.0,3.449348995943034E7,7162472.718696365,-20869.913105809675,18935.496795618677,376709.2,67515.84191325586,34431.75212635886,2247712.6666804897
0.32181669398301804,0.9850496633937812,0.9053758726114732,0.9293149562491301,0.9534556947711641,3.1607888732338374,0.27152199630397233,9.328244624724633,0.9469087161373549,0.420102146388065,0.9147913253286504,0.09547864515098958,0.9986331501849498,2.9781640119697155,0.3290893565099696,7.611542492755581,0.8870970636190143,744.4102509499853,782.3549945741644,862.5104585828079,245.35032638371402,535.7227675157368,168.70229398368787,688.6393281393231,290.24311695109895,344.0783709319344,596.4706243811961,633.090704961037,734.5084560113988,180.18615828452155,540.0977547344828,1.9856331208807965,6.4869214436397815,0.2578932994348061,0.9877373418563793,851.5134860842143,197.52393810916635,0.5729648007338117,5.3697429359302715,825.0,4.196991694973333E7,8507053.882999161,-21451.667045203605,19455.371722050808,376709.2,67515.84191325586,119675.33713589121,2037388.3262415626
0.32181669398301804,0.9850496633937812,0.9053758726114732,0.9293149562491301,0.9534556947711641,3.1607888732338374,0.27152199630397233,9.328244624724633,0.9469087161373549,0.420102146388065,0.9147913253286504,0.09547864515098958,0.9986331501849498,2.9781640119697155,0.3290893565099696,7.611542492755581,0.8870970636190143,744.4102509499853,782.3549945741644,862.5104585828079,245.35032638371402,535.7227675157368,168.70229398368787,688.6393281393231,290.24311695109895,344.0783709319344,596.4706243811961,633.090704961037,734.5084560113988,180.18615828452155,540.0977547344828,1.9856331208807965,6.4869214436397815,0.2578932994348061,0.9877373418563793,851.5134860842143,197.52393810916635,0.5729648007338117,5.3697429359302715,825.0,4.942100613397578E7,9916773.495510926,-20920.353105809645,18435.68304919009,376709.2,67515.84191325586,253603.3850191513,2108147.7528443336
0.32181669398301804,0.9850496633937812,0.9053758726114732,0.9293149562491301,0.9534556947711641,3.1607888732338374,0.27152199630397233,9.328244624724633,0.9469087161373549,0.420102146388065,0.9147913253286504,0.09547864515098958,0.9986331501849498,2.9781640119697155,0.3290893565099696,7.611542492755581,0.8870970636190143,744.4102509499853,782.3549945741644,862.5104585828079,245.35032638371402,535.7227675157368,168.70229398368787,688.6393281393231,290.24311695109895,344.0783709319344,596.4706243811961,633.090704961037,734.5084560113988,180.18615828452155,540.0977547344828,1.9856331208807965,6.4869214436397815,0.2578932994348061,0.9877373418563793,851.5134860842143,197.52393810916635,0.5729648007338117,5.3697429359302715,825.0,5.6891354132763706E7,1.1328075502812646E7,-20728.52765126422,18854.226998533704,376709.2,67515.84191325586,160029.20129070777,2359986.914375973
0.32181669398301804,0.9850496633937812,0.9053758726114732,0.9293149562491301,0.9534556947711641,3.1607888732338374,0.27152199630397233,9.328244624724633,0.9469087161373549,0.420102146388065,0.9147913253286504,0.09547864515098958,0.9986331501849498,2.9781640119697155,0.3290893565099696,7.611542492755581,0.8870970636190143,744.4102509499853,782.3549945741644,862.5104585828079,245.35032638371402,535.7227675157368,168.70229398368787,688.6393281393231,290.24311695109895,344.0783709319344,596.4706243811961,633.090704961037,734.5084560113988,180.18615828452155,540.0977547344828,1.9856331208807965,6.4869214436397815,0.2578932994348061,0.9877373418563793,851.5134860842143,197.52393810916635,0.5729648007338117,5.3697429359302715,825.0,6.4380941515793934E7,1.2675633263842814E7,-21006.41249974907,18871.57217086782,376709.2,67515.84191325586,264322.41497090674,2593633.2067717267
