const_itersMu,const_itersSigma,const_number,const_produced,const_required,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_capitalSigma,var_employeesMu,var_employeesSigma,var_goodwillMu,var_goodwillSigma,var_total_value_destroyedMu,var_total_value_destroyedSigma,var_valueProducedMu,var_valueProducedSigma
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
0.5581903770521213,15.994620619486406,4.0,8.0,17.0,275395.1332880659,719866.4133163061,15.0,-2.2496637122294217E7,3.897605236404874E7,0.0,0.0,0.0,0.0,52.53290399623362,22.149427778119758,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
5.974118269291249,3.1052375447896607,1.0,15.0,12.0,834000.5684341423,248052.15104074578,15.0,6613.931226589029,0.0,0.0,0.0,0.0,0.0,18.1609491033692,0.0,0.0,0.0
