,mean,sd
Refinery.const_consumed,8.766666666666667,5.356160164345752
Refinery.const_itersMu,10.447003679111145,5.523707712017076
Refinery.const_itersSigma,9.609965544688306,6.089604041059868
Refinery.const_number,2.95,1.3837647686577026
Refinery.const_produced,10.533333333333333,5.088305465122029
Refinery.const_salaryMu,515205.0814901844,300599.05275735934
Refinery.const_salarySigma,498872.6868718162,275309.39241498755
Refinery.const_time,9.85,5.238000147815638
