Person.var_capitalMu,Person.var_capitalMu,Person.var_capitalSigma,Person.var_happinessMu,Person.var_happinessSigma,Person.var_salaryMu,Person.var_salarySigma,Person.var_total_value_destroyedMu,Person.var_total_value_destroyedSigma
-2.1736493048234524,0.5294674038887024,0.12368854135274887,-0.016446083784103394,0.14651183784008026,-0.08884316682815552,0.02192014828324318,0.08538971841335297,0.040502745658159256
-2.17104620765448,0.5294674038887024,0.12368854135274887,-0.016446083784103394,0.14651183784008026,-0.08884316682815552,0.02192014828324318,0.08538971841335297,0.040502745658159256
-2.125487414370605,0.5294674038887024,0.12368854135274887,-0.016446083784103394,0.14651183784008026,-0.08884316682815552,0.02192014828324318,0.08538971841335297,0.040502745658159256
-2.0310330262677367,0.5140146017074585,0.11522059142589569,-0.026053011417388916,0.14730948209762573,-0.10843383520841599,0.025492455810308456,0.08691143989562988,0.03332212567329407
-1.944047950519087,0.5140146017074585,0.11522059142589569,-0.026053011417388916,0.14730948209762573,-0.10843383520841599,0.025492455810308456,0.08691143989562988,0.03332212567329407
-1.8313686193408962,0.5140146017074585,0.11522059142589569,-0.026053011417388916,0.14730948209762573,-0.10843383520841599,0.025492455810308456,0.08691143989562988,0.03332212567329407
-1.74777965884639,0.5140146017074585,0.11522059142589569,-0.026053011417388916,0.14730948209762573,-0.10843383520841599,0.025492455810308456,0.08691143989562988,0.03332212567329407
-1.4858389012476345,0.5140146017074585,0.11522059142589569,-0.026053011417388916,0.14730948209762573,-0.10843383520841599,0.025492455810308456,0.08691143989562988,0.03332212567329407
-1.410620259653828,0.5140146017074585,0.11522059142589569,-0.026053011417388916,0.14730948209762573,-0.10843383520841599,0.025492455810308456,0.08691143989562988,0.03332212567329407
-1.3695905010163307,0.5140146017074585,0.11522059142589569,-0.026053011417388916,0.14730948209762573,-0.10843383520841599,0.025492455810308456,0.08691143989562988,0.03332212567329407
-1.3207143527624428,0.5140146017074585,0.11522059142589569,-0.026053011417388916,0.14730948209762573,-0.10843383520841599,0.025492455810308456,0.08691143989562988,0.03332212567329407
-1.2848962301712477,0.5140146017074585,0.11522059142589569,-0.026053011417388916,0.14730948209762573,-0.10843383520841599,0.025492455810308456,0.08691143989562988,0.03332212567329407
-1.210222474329841,0.4561023414134979,0.08806908130645752,-0.06364376097917557,0.08724570274353027,-0.1155242919921875,0.036246251314878464,0.054504286497831345,-0.004577763378620148
-1.178769936283493,0.4561023414134979,0.08806908130645752,-0.06364376097917557,0.08724570274353027,-0.1155242919921875,0.036246251314878464,0.054504286497831345,-0.004577763378620148
-1.146156516888331,0.4561023414134979,0.08806908130645752,-0.06364376097917557,0.08724570274353027,-0.1155242919921875,0.036246251314878464,0.054504286497831345,-0.004577763378620148
-1.131002776629636,0.4561023414134979,0.08806908130645752,-0.06364376097917557,0.08724570274353027,-0.1155242919921875,0.036246251314878464,0.054504286497831345,-0.004577763378620148
-1.0382620939955172,0.4236656129360199,0.07046093046665192,-0.05987480282783508,0.07000099122524261,-0.08537617325782776,0.031647082418203354,0.06979966163635254,-0.006743330508470535
-1.0336489910161666,0.4236656129360199,0.07046093046665192,-0.05987480282783508,0.07000099122524261,-0.08537617325782776,0.031647082418203354,0.06979966163635254,-0.006743330508470535
