gl_capitalMu,gl_goodwillMu,gl_happinessMu,gl_total_value_destroyedMu,gl_valueProducedMu,unemploymentRate
1456.2411316215323,0.0,10.041225774231357,91.65155489493793,0.0,1.0
-5510614.004299179,1.1034156077272727E8,-653.2679140107145,91.65155489493793,0.0,0.0
-5510614.0042992225,2.865026195909091E8,-978.2692580967363,12611.512273193533,4910569.2272727275,0.0
-5510614.004299195,1.1288620267110462E8,-1180.2638817526501,143849.88531315015,4910569.2272727275,0.0
-5510614.004299174,2.830266588516054E8,-1271.0474839031879,149348.0234438935,4910569.2272727275,0.0
-5510614.0042991685,1.2272148076794268E8,-1268.6335054085646,618631.3328583275,2.9554371789022975E7,0.0
-5510614.004299236,2.82263664908259E8,-1083.1402258386722,731435.2883023608,1.7151846247520976E7,0.0
-5510614.004299121,1.2382965029350056E8,-957.9157634730808,1361544.9655523784,4.3288707626967676E7,0.0
-5510614.004299167,2.7837821970259154E8,-789.6657634730806,1719926.615495156,4.3288707626967676E7,0.0
-5510614.004299209,1.1948865765357774E8,-501.00850540856413,2641840.41976486,6.478695274804608E7,0.0
-5510614.004299215,2.740372270626687E8,-329.239688204263,3189580.802492709,6.478695274804608E7,0.0
-5510614.004299123,1.2535587715141146E8,-265.5286666988864,3951126.147585876,6.471872855649113E7,0.0
-5510614.004299163,2.816826750150477E8,-162.20474196770365,4514858.136158367,6.471872855649113E7,0.0
-5510614.004299229,1.2416643011907831E8,80.32482792476985,5443198.366265857,7.777712346959317E7,0.0
-5510614.004299158,2.80560415755442E8,307.8234838387481,5994571.851245201,7.777712346959317E7,0.0
-5510614.004299188,1.1917499603947598E8,525.4310107204689,7116452.541515893,7.778360916453305E7,0.0
-5510614.004299115,2.747898336303853E8,921.5855806129398,8018986.507725508,7.778360916453305E7,0.0
-5510614.004299313,1.2426485866647579E8,1155.5560107204667,9150186.981691146,7.77196176100828E7,0.0
-5510614.00429932,2.8137080457556677E8,1240.3691827634784,9861015.587972349,7.77196176100828E7,0.0
-5510614.00429911,1.2492217793726014E8,1619.222677387133,1.0878584366001152E7,7.777577339374836E7,0.0
4351.085779419009,0.0,63.49713369971674,60.18012138376464,0.0,1.0
-981186.142127557,3.400524200000001E7,-2437.588887805663,60.18012138376464,603297.9565217391,0.0
-981186.1421275651,2.5717227869565208E7,-4115.308123170052,27655.049114890197,603297.9565217391,0.0
-981186.1421275606,1.4195631555724634E7,-5425.333212775793,85328.42301166315,2758065.434782609,0.0
-981186.1421275615,4165828.0774637684,-6454.4431291437695,126657.10251600684,3456511.9130434785,0.0
-981186.142127567,5.811835351224636E7,-7317.360691867781,156471.31743363218,4924671.507246377,0.0
-981186.1421275549,4.740728664268116E7,-8231.133690673036,233141.10893088186,7809111.947028986,0.0
-981186.1421275741,3.601448272963768E7,-8403.429986969351,344038.896351009,7809111.947028986,0.0
-981186.1421275351,2.668312572963768E7,-9095.339186491437,410828.43145451794,7809111.947028986,0.0
-981186.1421275584,1.4341184773115942E7,-9296.480166180805,470908.39957691025,7809111.947028986,0.0
-981186.1421275694,5009827.773115942,-9838.229270123471,505115.9862226278,7809111.947028986,0.0
-981186.1421275439,5.8263906729637675E7,-9956.544682309843,534682.4278412353,7809111.947028986,0.0
-981186.1421275471,4.7557445374311596E7,-10131.628314328962,715672.4410455942,7809111.947028986,0.0
-981186.1421275864,3.686308793952899E7,-10350.943726515323,785533.4817515379,7809111.947028986,0.0
-981186.1421275656,2.6833284461268112E7,-10464.61278266827,814484.0854232892,7809111.947028986,0.0
-981186.142127544,1.4486737990507247E7,-10571.496892584635,959066.6933533764,7813717.461268117,0.0
-981186.1421275977,5155380.990507246,-10678.697609430516,1012618.5254095243,7813717.461268117,0.0
-981186.1421275224,5.693865146876812E7,-10405.783630935877,1072137.3020241389,7809111.947028986,0.0
-981186.1421275712,4.769839307746375E7,-10896.226880637214,1145572.0327482133,7809111.947028986,0.0
-981186.1421275447,3.700403564268115E7,-11059.92819485464,1251209.9442148309,7809111.947028986,0.0
