,mean,sd
Refinery.const_consumed,10.45,5.6176524758817115
Refinery.const_itersMu,9.530215305529637,5.95022076553904
Refinery.const_itersSigma,11.03263353476908,6.109935529077636
Refinery.const_number,2.85,1.4241404631166876
Refinery.const_produced,11.7,5.3497233429977635
Refinery.const_salaryMu,544405.9361076263,307239.2684155454
Refinery.const_salarySigma,538955.3576779114,281004.1691423328
Refinery.const_time,10.3,5.3900851266521865
