,mean,sd
CattleFarm.const_itersMu,8.625364078438214,5.831417144295735
CattleFarm.const_itersSigma,8.858581007535557,5.511823136410263
CattleFarm.const_number,3.25,1.4100222412809555
CattleFarm.const_produced,9.75,5.227804827500559
CattleFarm.const_required,10.266666666666667,4.980343712709094
CattleFarm.const_salaryMu,508775.78021246765,294826.06471145444
CattleFarm.const_salarySigma,509516.1909282199,277817.20874535164
CattleFarm.const_time,10.716666666666667,4.648683574434176
