,mean,sd
CattleFarm.var_capitalMu,-12659197.537851676,25355971.47868761
CattleFarm.var_employeesMu,0.08765555555555557,0.24979637490526957
CattleFarm.var_goodwillMu,539017.6771666667,2194971.644389795
CattleFarm.var_total_value_destroyedMu,545.6403312604529,265.7847925475242
CattleFarm.var_valueProducedMu,992605.4558000003,3551938.7845390285
