,mean,sd
Bakery.var_capitalMu,-1154586895.8487167,3509811562.818479
Bakery.var_employeesMu,6.621449999999973,15.145300555682718
Bakery.var_goodwillMu,20417537.086690076,38971825.23529111
Bakery.var_total_value_destroyedMu,663317599.8906158,1413547285.5768661
Bakery.var_valueProducedMu,25005650.17437244,42468383.49919252
