,mean,sd
Mill.const_consumed,9.116666666666667,5.705018665018669
Mill.const_itersMu,8.578326123225343,5.46976828937489
Mill.const_itersSigma,10.287537010378315,6.1032738674416285
Mill.const_number,2.9166666666666665,1.394167657316637
Mill.const_produced,8.75,5.140976873552808
Mill.const_salaryMu,428372.67153585656,282137.5359989535
Mill.const_salarySigma,513020.34749580227,283118.9536058577
Mill.const_time,9.9,5.388228930146561
