,mean,sd
Farm.var_capitalMu,-62857708.16604626,34243640.182356745
Farm.var_employeesMu,0.6201222222222257,0.3180326036919833
Farm.var_goodwillMu,2167530.182205559,3375877.5256751524
Farm.var_total_value_destroyedMu,498.2161264940601,292.78477732461243
Farm.var_valueProducedMu,4385693.064627766,5587435.457434155
