,mean,sd
Farm.const_itersMu,9.674414497072455,6.091158455897669
Farm.const_itersSigma,9.87023737274551,5.338602736610028
Farm.const_number,3.1166666666666667,1.2794274241759331
Farm.const_produced,10.683333333333334,5.449124077007594
Farm.const_required,10.7,5.884007181632618
Farm.const_salaryMu,507099.88471825083,269427.84043025173
Farm.const_salarySigma,603290.6671999325,280255.0957102378
Farm.const_time,9.166666666666666,5.772058654350146
