const_itersMu,const_itersSigma,const_number,const_produced,const_required,const_salaryMu,const_salarySigma,const_tacticsMu,const_tacticsSigma,const_time,var_capitalMu,var_capitalSigma,var_employeesMu,var_employeesSigma,var_goodwillMu,var_goodwillSigma,var_total_value_destroyedMu,var_total_value_destroyedSigma,var_valueProducedMu,var_valueProducedSigma
8.400353617398729,4.5621560114252935,2.0,7.0,16.0,739527.2502586492,23569.17646136724,0.4947379140752599,0.3868349154425227,11.0,-2.355343938449299E8,1.1513292303939737E8,1.5,0.5,4095360.5,1247228.5,28.254310614826622,23.942305964717036,0.0,0.0
8.400353617398729,4.5621560114252935,2.0,7.0,16.0,739527.2502586492,23569.17646136724,0.4947379140752599,0.3868349154425227,11.0,-2.411310313449299E8,1.1716939553939739E8,1.5,0.5,9691998.0,3283701.0,28.254310614826622,23.942305964717036,0.0,0.0
8.400353617398729,4.5621560114252935,2.0,7.0,16.0,739527.2502586492,23569.17646136724,0.4947379140752599,0.3868349154425227,11.0,-2.344150663449299E8,1.1472562853939739E8,1.5,0.5,2976033.0,839934.0,28.254310614826622,23.942305964717036,1.23126025E7,4480239.5
8.400353617398729,4.5621560114252935,2.0,7.0,16.0,739527.2502586492,23569.17646136724,0.4947379140752599,0.3868349154425227,11.0,-2.400117038449299E8,1.1676210103939739E8,1.5,0.5,8572670.5,2876406.5,28.254310614826622,23.942305964717036,1.23126025E7,4480239.5
8.400353617398729,4.5621560114252935,2.0,7.0,16.0,739527.2502586492,23569.17646136724,0.4947379140752599,0.3868349154425227,11.0,-2.332957388449299E8,1.1431833403939739E8,1.5,0.5,1856705.5,432639.5,28.254310614826622,23.942305964717036,1.23126025E7,4480239.5
6.118317060351453,2.580250769469281,6.0,17.0,2.0,746785.7306435972,852733.7723601654,0.05580515730626978,0.2270378933473871,14.0,-1.871960116350163E7,2.2772008459390294E7,2.1666666666666665,2.608745973749755,1.0256269500000002E7,1.2445136472747602E7,44.30456756499634,42.55536041226527,0.0,0.0
6.118317060351453,2.580250769469281,6.0,17.0,2.0,746785.7306435972,852733.7723601654,0.05580515730626978,0.2270378933473871,14.0,-3.37060953301683E7,4.302909591351172E7,2.1666666666666665,2.608745973749755,2.5242763666666664E7,3.270547270853392E7,44.30456756499634,42.55536041226527,0.0,0.0
6.118317060351453,2.580250769469281,6.0,17.0,2.0,746785.7306435972,852733.7723601654,0.05580515730626978,0.2270378933473871,14.0,-3.099136749683497E7,6.08944839912466E7,2.1666666666666665,2.608745973749755,2.2528035833333332E7,5.037421952288445E7,44.30456756499634,42.55536041226527,1.7701222E7,1.1311551260442633E7
6.118317060351453,2.580250769469281,6.0,17.0,2.0,746785.7306435972,852733.7723601654,0.05580515730626978,0.2270378933473871,14.0,-2.1716899830168296E7,2.6821264150363043E7,2.1666666666666665,2.608745973749755,1.3253568333333332E7,1.64943275832003E7,44.30456756499634,42.55536041226527,4.1962183666666664E7,5.676990680586769E7
6.118317060351453,2.580250769469281,6.0,17.0,2.0,746785.7306435972,852733.7723601654,0.05580515730626978,0.2270378933473871,14.0,-3.670339399683496E7,4.708236009175425E7,2.1666666666666665,2.608745973749755,2.8240062499999996E7,3.675947600041946E7,44.30456756499634,42.55536041226527,4.1962183666666664E7,5.676990680586769E7
5.215780708844986,5.214159633992055,4.0,11.0,16.0,703300.5884880711,120754.24403320048,0.8237108219180096,0.9414593076041736,18.0,-9.933224989655316E8,1.4964828887203815E9,7.5,11.258330249197702,1.714560675E7,2.4736849413324945E7,96.1838571401162,109.20757994922944,0.0,0.0
5.215780708844986,5.214159633992055,4.0,11.0,16.0,703300.5884880711,120754.24403320048,0.8237108219180096,0.9414593076041736,18.0,-1.0206978652155316E9,1.5376950443082173E9,7.5,11.258330249197702,4.4520973E7,6.595118919583556E7,96.1838571401162,109.20757994922944,0.0,0.0
5.215780708844986,5.214159633992055,4.0,11.0,16.0,703300.5884880711,120754.24403320048,0.8237108219180096,0.9414593076041736,18.0,-1.0480732314655316E9,1.5789073192511327E9,7.5,11.258330249197702,7.189633925E7,1.0716560750253327E8,96.1838571401162,109.20757994922944,0.0,0.0
5.215780708844986,5.214159633992055,4.0,11.0,16.0,703300.5884880711,120754.24403320048,0.8237108219180096,0.9414593076041736,18.0,-9.768972789655316E8,1.4717556563961537E9,7.5,11.258330249197702,720387.0,90257.82269421304,96.1838571401162,109.20757994922944,9.85513185E7,1.4837199073819116E8
5.215780708844986,5.214159633992055,4.0,11.0,16.0,703300.5884880711,120754.24403320048,0.8237108219180096,0.9414593076041736,18.0,-1.0042726452155316E9,1.5129677355756729E9,7.5,11.258330249197702,2.809575325E7,4.122256082978227E7,96.1838571401162,109.20757994922944,9.85513185E7,1.4837199073819116E8
9.171885746509055,7.017213685442753,2.0,2.0,4.0,485550.05235422624,505723.98421833816,0.7995348679219417,0.7985088132563296,2.0,-7016161.031444226,10331.804848640226,1.0,0.0,0.0,0.0,144.59054966301372,35.13600722354826,1436567.0,883731.0
9.171885746509055,7.017213685442753,2.0,2.0,4.0,485550.05235422624,505723.98421833816,0.7995348679219417,0.7985088132563296,2.0,-7734444.531444226,452197.3048486402,1.0,0.0,718283.5,441865.5,144.59054966301372,35.13600722354826,1436567.0,883731.0
9.171885746509055,7.017213685442753,2.0,2.0,4.0,485550.05235422624,505723.98421833816,0.7995348679219417,0.7985088132563296,2.0,-7016161.031444226,10331.804848640226,1.0,0.0,0.0,0.0,144.59054966301372,35.13600722354826,1436567.0,883731.0
