gl_capitalMu,gl_goodwillMu,gl_happinessMu,gl_total_value_destroyedMu,gl_valueProducedMu,unemploymentRate
-272798.1224623916,2.2580983657589284E8,-531.547471058141,7016654.3991921805,6678574.625,0.0
-272798.12246286334,2.3933192873214284E8,-334.2468845478764,7263766.197341338,5444579.735057773,0.0
-272798.12246249965,4830030.21875,-284.9785561021295,7750010.8351277225,6737204.947767856,0.0
-272798.12246274645,1.6759624687499998E7,-266.0621338147401,7821288.165058523,6678574.625,0.0
-272798.122462746,3.116731060714286E7,-193.30700184993077,8211106.100958952,6372085.504464285,0.0
-272798.12246242724,4.397426148214285E7,-354.830462260489,8460182.151813263,5751068.855593488,0.0
-272798.12246251246,5.7732348875E7,-155.40964114611754,8960842.392110538,6737204.947767856,0.0
-272798.1224622179,6.927852367410715E7,23.398276742443194,9217210.542383103,5650031.791517857,0.0
-272798.12246299605,8.436500132589285E7,231.14900988027645,9429101.260424647,5751068.855593488,0.0
-272798.1224628072,9.717195220089285E7,79.86748495358779,9750158.916247657,6737204.947767856,0.0
-272798.1224624319,1.1134980881249999E8,170.9686579741162,1.013081578243471E7,6737204.947767856,0.0
-272798.1224629141,1.2289598361160713E8,453.33082806209273,1.048256650061436E7,5650031.791517857,0.0
-272798.12246263865,1.3679325808035713E8,272.52877527617017,1.0731443763812376E7,5956520.912053572,0.0
-272798.122462471,1.4793393115625E8,243.45252894185853,1.1098046575226914E7,6678574.625,0.0
-272798.12246241234,1.622461215625E8,573.7105934579881,1.1352189813222772E7,6678574.625,0.0
-272798.1224626298,1.7379229636160713E8,463.524376449191,1.1693113332970032E7,5650031.791517857,0.0
-283557.32798939676,4812223.185185186,72.4899907676196,63945.08500634462,1635660.0000000002,0.0
-283557.3279893643,2.1011499155555555E8,63.999026912197934,404986.99238695303,6054229.333333334,0.0
-283557.32798944926,1.0713128437037037E8,84.21589438207754,840381.4273673106,9224984.0,0.0
-283557.3279893834,4812223.185185186,92.68577390014987,1331839.9952813094,9695816.444444444,0.0
-283557.32798953034,2.1011499155555555E8,122.68276185195693,2048153.8809542474,8043152.222222223,0.0
-283557.32798939326,1.0713128437037037E8,126.29270161099302,2485369.8793003308,9224984.0,0.0
-283557.32798936125,4812223.185185186,171.80023173147515,3183686.962823176,9695816.444444444,0.0
-283557.3279895066,2.1011499155555555E8,181.9041473941257,3667333.938841368,8043152.222222223,0.0
-283557.3279892608,1.0713128437037037E8,179.73547269533051,4067328.0750828413,9224984.0,0.0
-283557.3279895693,4812223.185185186,208.6119787194271,4720313.085833302,9695816.444444444,0.0
-283557.3279892868,2.1011499155555555E8,226.08788233388492,5213641.817691891,8043152.222222223,0.0
-283557.3279893992,1.0713128437037037E8,240.6737257073788,5687253.497452075,9224984.0,0.0
-283557.3279896248,4812223.185185186,258.40414739412586,6307848.0682604285,9695816.444444444,0.0
-283557.3279893896,2.1011499155555555E8,271.46288233388475,6905694.05461561,8043152.222222223,0.0
-283557.32798882236,1.0713128437037037E8,272.0201112495474,7370768.199333409,9224984.0,0.0
-283557.32798956,4812223.185185186,285.5924004061739,7835853.494971202,9695816.444444444,0.0
-283557.32798936113,2.1011499155555555E8,311.95987028569215,8524874.112502735,8043152.222222223,0.0
-283557.3279894448,1.0713128437037037E8,325.681255827861,8977230.401318114,9224984.0,0.0
-283557.3279892219,4812223.185185186,334.4222196832826,9482326.820999734,9695816.444444444,0.0
-283557.32798954943,2.1011499155555555E8,352.77011124954754,1.006062367421454E7,8043152.222222223,0.0
-283557.3279897093,1.0713128437037037E8,366.44179799653557,1.053114410960838E7,9224984.0,0.0
-283557.3279894093,4812223.185185186,391.77312329774037,1.1213207296707824E7,9695816.444444444,0.0
-283557.32798931544,2.1011499155555555E8,408.1963160688248,1.1763234228276975E7,8043152.222222223,0.0
-283557.3279896017,1.0713128437037037E8,414.32734016521016,1.2202686320069408E7,9224984.0,0.0
-283557.32798885426,4812223.185185186,434.9177016109934,1.2844180773863083E7,9695816.444444444,0.0
-283557.32798928797,2.1011499155555555E8,459.23246064713794,1.3382414286164094E7,8043152.222222223,0.0
-283557.32798986975,1.0713128437037037E8,463.20535221340305,1.3769504225382617E7,9224984.0,0.0
-283557.3279896461,4812223.185185186,479.1887859483429,1.4462686701297436E7,9695816.444444444,0.0
-283557.3279890333,2.1011499155555555E8,505.2234245025598,1.5001594344051212E7,8043152.222222223,0.0
-283557.3279890476,1.0713128437037037E8,516.0683040206317,1.5415238041797748E7,9224984.0,0.0
-283557.32798969303,4812223.185185186,526.6134847435237,1.5918107150336096E7,9695816.444444444,0.0
-283557.32798909873,2.1011499155555555E8,550.6481232977403,1.6620774401938332E7,8043152.222222223,0.0
-283557.32799023425,1.0713128437037037E8,555.1180028158126,1.698056521814671E7,9224984.0,0.0
-283557.32798932283,4812223.185185186,572.7294485989448,1.7546582034975328E7,9695816.444444444,0.0
-283557.32798915845,2.1011499155555555E8,593.5517377555713,1.823995445982544E7,8043152.222222223,0.0
-283557.32798938,1.0713128437037037E8,615.8966172736435,1.8690074655194473E7,9224984.0,0.0
-283557.3279883452,4812223.185185186,608.9207136591855,1.914282063203962E7,9695816.444444444,0.0
-283557.32798937056,2.1011499155555555E8,626.5577618519571,1.9831841249571156E7,8043152.222222223,0.0
-283557.32798944216,1.0713128437037037E8,635.7640871531621,2.0283446319035698E7,9224984.0,0.0
-283557.3279889709,4812223.185185186,656.6993281170173,2.0857527128421683E7,9695816.444444444,0.0
-218280.19469668987,611991.9130434783,-755.0733051065513,8976.767699297545,346728.845410628,0.0
-218280.19469662118,431327.2173913043,-681.4503166008034,26844.23342033772,617240.7777777778,0.0
-218280.19469678003,915426.8888888889,-767.419282118045,44711.69914137789,617240.7777777778,0.0
-218280.19469681263,464516.347826087,-689.0859487847108,55618.74555173001,617240.7777777778,0.0
-218280.1946966361,360334.652173913,-669.4399717732172,73486.21127277023,617240.7777777778,0.0
-218280.19469652645,574188.4782608695,-644.7951441870106,89383.79009571412,617240.7777777778,0.0
-218280.19469656254,640291.4347826086,-775.9802016582744,107251.2558167543,617240.7777777778,0.0
-218280.1946968439,459626.7391304348,-686.7939947617231,125118.72153779451,617240.7777777778,0.0
-218280.194696463,673480.5652173912,-752.2491671755163,136018.9146446757,617240.7777777778,0.0
-218280.1946974225,569298.8695652174,-762.0962936122978,153886.38036571592,617240.7777777778,0.0
-218280.19469651932,388634.17391304346,-754.9307763709187,169783.95918865982,617240.7777777778,0.0
-218280.19469698382,602488.0,-839.213534991608,187651.4249097,617240.7777777778,0.0
-218280.19469627424,421823.3043478261,-704.9020407387352,205518.89063074018,617240.7777777778,0.0
-218280.19469660753,758172.1062801932,-729.8066384398835,223386.35635178039,617240.7777777778,0.0
-218280.19469654674,701780.0869565217,-694.6595120031021,234293.4027621325,617240.7777777778,0.0
-218280.19469637977,597598.3913043479,-712.4043395893094,252160.8684831727,617240.7777777778,0.0
-218280.1946968219,416933.69565217395,-601.4572131525279,268058.44730611634,617240.7777777778,0.0
-218280.19469739398,630787.5217391304,-709.5468683249416,285925.9130271565,617240.7777777778,0.0
-218280.19469686472,720634.7584541063,-837.5756039571255,303793.3787481967,617240.7777777778,0.0
-218280.19469772337,539970.0628019323,-679.8491671755154,321660.8444692369,617240.7777777778,0.0
-218280.19469584012,806562.6086956521,-784.7744545318384,332561.03757611755,617240.7777777778,0.0
-218280.194696535,625897.9130434783,-773.8491671755163,348458.61639906146,617240.7777777778,0.0
-218280.19469636393,445233.2173913043,-601.2675579801135,366326.08212010167,617240.7777777778,0.0
-218280.19469618128,929332.8888888889,-732.4296269456322,384193.5478411419,617240.7777777778,0.0
-218280.19469630014,748668.1932367149,-743.744569474367,402061.013562182,617240.7777777778,0.0
-218280.19469624644,568003.4975845411,-744.3606614283897,419928.4792832221,617240.7777777778,0.0
-218280.19469816086,588094.4782608695,-682.2905464858607,430835.5256935742,617240.7777777778,0.0
-218280.1946972434,654197.4347826086,-631.9560637272408,446733.10451651807,617240.7777777778,0.0
-218280.19469612802,473532.7391304348,-720.165259129539,464600.5702375582,617240.7777777778,0.0
-218280.1946977614,957898.497584541,-599.972155681263,482468.03595859837,617240.7777777778,0.0
-218280.1946947468,777233.8019323671,-727.3997418881592,500335.50167963846,617240.7777777778,0.0
-218280.19469786895,402540.17391304346,-900.2802016582748,511235.6947865191,617240.7777777778,0.0
-218280.19469808045,616394.0,-876.6870982099986,527133.2736094621,617240.7777777778,0.0
-218280.19469637692,435729.3043478261,-842.6468683249418,545000.7393305022,617240.7777777778,0.0
-218280.19469623966,501832.26086956525,-812.7181326927574,562868.2050515424,617240.7777777778,0.0
-218280.19469575526,985931.9323671497,-802.2077878651722,580735.6707725825,617240.7777777778,0.0
-218280.1946984059,535021.3913043479,-847.8250292444814,591642.7171829346,617240.7777777778,0.0
-218280.19469715242,430839.69565217395,-657.3468683249415,609510.1829039748,617240.7777777778,0.0
-218280.1946971565,644693.5217391304,-672.2192821180444,625407.7617269186,617240.7777777778,0.0
-218280.19469980433,464028.82608695654,-875.2100867157471,643275.2274479588,617240.7777777778,0.0
-219854.10047420175,6.093540016666667E7,-14659.02054444912,77.09570812128166,1237237.25,0.0
-219854.10047419945,2303399.041666666,-21593.429045039433,55689.222202346995,2960726.5,0.0
-219854.1004741997,2.196804008333333E7,-26184.205904543564,76378.78781758479,4443377.477941176,0.0
-219854.10047421185,4.410715562500001E7,-28915.614405133903,135069.45648993555,4443377.477941176,0.0
-219854.10047421185,6.341272681617646E7,-30365.846990730126,233915.17858988105,4766388.169117646,0.0
-219854.1004742078,3543488.441176471,-32706.826919891788,373450.7300579685,4766388.169117646,0.0
-219854.1004741747,2.5459549311274506E7,-34405.29799427203,442810.4302465058,4802777.5,0.0
-219854.10047419308,4.512419035294117E7,-35380.61794704653,431176.0629562782,4797848.12745098,0.0
-219854.10047421322,6.405787266666667E7,-36346.72892697569,547633.790535588,4797848.12745098,0.0
-219854.1004742441,4429107.19117647,-36741.49043819174,660521.4649419519,4766388.169117646,0.0
-219854.1004741866,2.6348454075798843E7,-37563.42786440187,717691.5276102987,4766388.169117646,0.0
-219854.10047426802,4.7247046352941185E7,-38313.05832485056,933251.4055701968,4801134.141975308,0.0
-219854.10047420446,6.631214464460785E7,-39345.79386204062,887659.4765500141,4797848.12745098,0.0
-219854.10047422018,4960255.291666666,-39373.35702614923,1067068.612435877,4797848.12745098,0.0
-219854.10047415615,2.7235716183823526E7,-39498.344039136275,1256076.6134197274,4659711.703431372,0.0
-219854.10047418362,4.8137594475490205E7,-40218.62503087175,1280212.1319831049,4662997.951797385,0.0
-219854.10047423077,6.720269276715685E7,-40328.745455901255,1392978.0553654581,4662997.951797385,0.0
-219854.1004741197,6091287.769607842,-39203.61086322125,1450512.3418259942,4802777.5,0.0
-219854.10047417606,2.6747752333333332E7,-39841.68406274898,1486345.9766587976,4797848.12745098,0.0
-219854.10047427355,4.475635868382353E7,-41423.59079238296,1558313.7327615558,4659711.703431372,0.0
-219854.1004741817,6.356673165931371E7,-42282.58488919529,1643321.3422475795,4662997.951797385,0.0
-219854.10047417413,2578636.000000001,-42939.20236263099,1695718.5786106354,4801134.141975308,0.0
-219854.10047417367,2.3497932519607842E7,-43550.323968297955,1893686.8078890007,4797848.12745098,0.0
-219854.10047413968,4.426839483333332E7,-44096.344039136195,2001269.1370593759,4797848.12745098,0.0
-219854.10047417146,6.470707572549021E7,-44297.22125283169,2159380.0188377844,4659711.703431372,0.0
-219854.1004741995,3818725.399509804,-43243.349942323934,2407821.6244888883,4764744.811092954,0.0
-219854.10047427623,2.436613304166667E7,-43586.086660151625,2454476.2664964763,4802777.5,0.0
-219854.10047419136,4.652266681127453E7,-42903.12207927786,2670286.9546209294,4797848.12745098,0.0
-219854.10047407064,6.3236599941176474E7,-42789.01700253641,2746955.9094497566,4797848.12745098,0.0
-219854.1004741086,4704344.149509803,-41395.102008439644,2896771.1535474877,4761458.796568627,0.0
-219854.10047421872,2.5606222441176463E7,-41274.41605802642,3038735.4717587177,4766388.169117646,0.0
-219854.10047411744,4.741321493382353E7,-40162.136246928436,3155396.369473211,4662997.951797385,0.0
-219854.10047417786,6.5104730624999985E7,-41843.11263417759,3242965.8367463425,4797848.12745098,0.0
-219854.10047427134,5235492.25,-42128.52467668053,3260080.1804144033,4797848.12745098,0.0
-219854.10047424934,2.649184119117647E7,-41032.85053264273,3267936.8712418475,4761458.796568627,0.0
-219854.1004742534,4.8411188075798824E7,-40874.11263417756,3412852.353415162,4766388.169117646,0.0
-219854.10047433502,6.5990349375000015E7,-41339.8458100926,3601770.7088002726,4766388.169117646,0.0
-219854.10047438613,4883873.75,-40782.22715601937,3759370.054849123,4797848.12745098,0.0
-219854.1004742768,2.2756134750000004E7,-40100.37473571241,3921457.3254638864,4797848.12745098,0.0
-219854.10047419812,4.502995228413217E7,-40751.00637679852,3870008.9194207788,4761458.796568627,0.0
-232992.30983749253,1.8599698599999998E7,-3428.884803678735,4145.911879775876,335465.792,0.0
-232992.30983749297,1694094.8062222223,-4401.888453313777,34934.63314062173,799723.4560000001,0.0
-232992.3098374932,1.9655768596444447E7,-4681.058769615476,81853.11435802474,1761211.5324444447,0.0
-232992.30983750385,2337301.8764444445,-4873.368988593585,182114.25258885126,1761211.5324444447,0.0
-232992.309837498,1.8689480796444442E7,-4350.449280564378,219047.95594797938,1761211.5324444447,0.0
-232992.30983749795,1371014.0764444442,-4820.209621196983,252922.7238523286,1761211.5324444447,0.0
-232992.3098374919,1.986341231644445E7,-4393.20353847192,339652.04728531424,1761211.5324444447,0.0
-232992.30983749597,2005270.7964444442,-4997.066068885545,423724.62281387975,1761211.5324444447,0.0
