const_consumed,const_itersMu,const_itersSigma,const_number,const_produced,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_capitalSigma,var_employeesMu,var_employeesSigma,var_goodwillMu,var_goodwillSigma,var_total_value_destroyedMu,var_total_value_destroyedSigma,var_valueProducedMu,var_valueProducedSigma
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.783854363380954E7,7547987.090321916,1.0,0.0,2815707.0,1192785.7409841886,38.97367923756066,12.014333192534846,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-4.677690803380953E7,2.6884368872069072E7,1.0,0.0,1.6736967399999999E7,2.082326178740201E7,1.016702337367924E7,2.0333971267141942E7,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-8.588520883380954E7,6.771516583399966E7,1.0,0.0,1.2985643400000002E7,2.050476850203335E7,3.050394417367924E7,6.100781286713968E7,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.1482357323380955E8,9.034473793215519E7,1.0,0.0,1.6736967399999999E7,2.082326178740201E7,4.067092857367924E7,8.134178166713941E7,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.5393187403380954E8,1.322436790686045E8,1.0,0.0,2815707.0,1192785.7409841886,5.083791297367924E7,1.0167575046713923E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.8287023843380955E8,1.5484266030159032E8,1.0,0.0,6569983.0,2783166.728963107,6.100784937367924E7,1.2201562326713912E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-2.1180860283380952E8,1.7744950103215685E8,1.0,0.0,1.2982691400000002E7,2.0498874382620443E7,8.134181817367925E7,1.6268356086713898E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-2.4074991923380956E8,2.0006714220738813E8,1.0,0.0,6569983.0,2783166.728963107,9.151175457367925E7,1.8302343366713893E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-2.7985526803380954E8,2.4204980767651692E8,1.0,0.0,2815707.0,1192785.7409841886,1.0167873897367924E8,2.033574024671389E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-3.087965844338096E8,2.6464772267789E8,1.0,0.0,1.6739919399999999E7,2.082911346752816E7,1.2201565977367926E8,2.4403124406713882E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-3.377349488338096E8,2.8724590270398575E8,1.0,0.0,2815707.0,1192785.7409841886,1.3218264417367925E8,2.6436521286713883E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-3.7684324963380957E8,3.292789823857864E8,1.0,0.0,6569983.0,2783166.728963107,1.4234962857367924E8,2.846991816671388E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-3.9561462963380957E8,3.3246079187564486E8,1.0,0.0,2815707.0,1192785.7409841886,1.5251956497367924E8,3.050390544671387E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-4.347392564338095E8,3.744891269614712E8,1.0,0.0,1.6753293399999999E7,2.085562480243965E7,1.6270287537367925E8,3.254056752671388E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-4.636939468338095E8,3.9711428518159395E8,1.0,0.0,1.2999017400000002E7,2.05314718092842E7,1.8305612217367926E8,3.6611216886713874E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-4.926486372338095E8,4.1974324719815785E8,1.0,0.0,6569983.0,2783166.728963107,1.8305612217367926E8,3.6611216886713874E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-5.2158995363380957E8,4.4234993738801235E8,1.0,0.0,2815707.0,1192785.7409841886,2.0340936897367924E8,4.068186624671387E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-5.607279544338095E8,4.844202186311279E8,1.0,0.0,6569983.0,2783166.728963107,2.1359267937367925E8,4.271852832671387E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-5.896692708338095E8,5.0701732096908724E8,1.0,0.0,1.2985643400000002E7,2.050476850203335E7,2.3394592617367926E8,4.6789177686713874E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-6.186239612338095E8,5.2964322485030967E8,1.0,0.0,1.6753293399999999E7,2.085562480243965E7,2.4412923657367924E8,4.8825839766713876E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-6.577485880338095E8,5.717086105593928E8,1.0,0.0,1.2985643400000002E7,2.050476850203335E7,2.6448248337367925E8,5.2896489126713866E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-6.867032784338095E8,5.943265260568436E8,1.0,0.0,1.6753293399999999E7,2.085562480243965E7,2.7466579377367914E8,5.493315120671387E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-7.258279052338096E8,6.364165161137961E8,1.0,0.0,2815707.0,1192785.7409841886,2.848491041736792E8,5.696981328671386E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-7.547825956338096E8,6.590274413780853E8,1.0,0.0,6569983.0,2783166.728963107,2.9501904057367915E8,5.900380056671387E8,0.0,0.0
