Person.var_capitalMu,Person.var_capitalMu,Person.var_happinessMu,Person.var_salaryMu,Person.var_total_value_destroyedMu
-2.843270438711069,0.31646406650543213,0.09081757068634033,-0.00548139400780201,0.028551513329148293
-2.443746706033059,0.3320316672325134,0.08666088432073593,0.0013971347361803055,0.02765749581158161
-2.385838356832152,0.3320316672325134,0.08666088432073593,0.0013971347361803055,0.02765749581158161
-1.8000983502174408,0.406831294298172,0.0842447578907013,0.01002286747097969,0.011763663962483406
-1.640507946027288,0.406831294298172,0.0842447578907013,0.01002286747097969,0.011763663962483406
-1.5939626503562618,0.406831294298172,0.0842447578907013,0.01002286747097969,0.011763663962483406
-1.4974449917823636,0.5282719135284424,0.07188111543655396,0.0484560951590538,0.12800250947475433
-1.4036394436744075,0.5282719135284424,0.07188111543655396,0.0484560951590538,0.12800250947475433
-1.299070589688371,0.5262243747711182,0.06653524935245514,0.06601735204458237,0.13003036379814148
-1.247706424133085,0.5262243747711182,0.06653524935245514,0.06601735204458237,0.13003036379814148
-1.2072262824549036,0.5262243747711182,0.06653524935245514,0.06601735204458237,0.13003036379814148
-1.1794640800482832,0.5262243747711182,0.06653524935245514,0.06601735204458237,0.13003036379814148
-1.1759112788214447,0.5262243747711182,0.06653524935245514,0.06601735204458237,0.13003036379814148
-1.1029748684809153,0.5117327570915222,0.057188112288713455,0.060518551617860794,0.11947354674339294
-1.0832810956405903,0.5117327570915222,0.057188112288713455,0.060518551617860794,0.11947354674339294
-1.0156228953077582,0.5117327570915222,0.057188112288713455,0.060518551617860794,0.11947354674339294
-0.9528006517993899,0.5117327570915222,0.057188112288713455,0.060518551617860794,0.11947354674339294
-0.8798753804686964,0.5117327570915222,0.057188112288713455,0.060518551617860794,0.11947354674339294
-0.8688693375731095,0.4773135781288147,0.04033861681818962,0.07036501169204712,0.12779423594474792
-0.8211333068869976,0.4773135781288147,0.04033861681818962,0.07036501169204712,0.12779423594474792
-0.8159161157031279,0.4773135781288147,0.04033861681818962,0.07036501169204712,0.12779423594474792
-0.7723957651078193,0.4906456768512726,0.04281587898731232,0.06894835084676743,0.1403566598892212
-0.7350011014567452,0.4906456768512726,0.04281587898731232,0.06894835084676743,0.1403566598892212
-0.7227724956706597,0.4906456768512726,0.04281587898731232,0.06894835084676743,0.1403566598892212
-0.7109680066769912,0.4906456768512726,0.04281587898731232,0.06894835084676743,0.1403566598892212
-0.6403499939849375,0.49109208583831787,0.04474152252078056,0.09146085381507874,0.13981693983078003
-0.6109945505608666,0.49109208583831787,0.04474152252078056,0.09146085381507874,0.13981693983078003
-0.5620945063463303,0.49109208583831787,0.04474152252078056,0.09146085381507874,0.13981693983078003
-0.5562157258915799,0.49109208583831787,0.04474152252078056,0.09146085381507874,0.13981693983078003
-0.5350400497329466,0.49109208583831787,0.04474152252078056,0.09146085381507874,0.13981693983078003
-0.5106219071579465,0.49109208583831787,0.04474152252078056,0.09146085381507874,0.13981693983078003
-0.48951721524043795,0.49109208583831787,0.04474152252078056,0.09146085381507874,0.13981693983078003
-0.48670955164178636,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.4490107036692424,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.3814682781897609,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.35489975704105786,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
