Person.var_capitalMu,Person.var_capitalMu,Person.var_happinessMu,Person.var_salaryMu,Person.var_total_value_destroyedMu
-0.3460797557402727,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.33626891490433725,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.31801041859751583,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.30279769192164085,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.24559729242770412,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.24554008961414783,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.24309957033007118,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.2257814385911321,0.46560871601104736,0.047564879059791565,0.057030513882637024,0.14024193584918976
-0.18959751552246168,0.5098963975906372,0.042300235480070114,0.029308587312698364,0.09315411001443863
-0.12801941373253864,0.5098963975906372,0.042300235480070114,0.029308587312698364,0.09315411001443863
-0.08479810012506596,0.5098963975906372,0.042300235480070114,0.029308587312698364,0.09315411001443863
-0.049839134177413744,0.5098963975906372,0.042300235480070114,0.029308587312698364,0.09315411001443863
-0.037830847995694104,0.5098963975906372,0.042300235480070114,0.029308587312698364,0.09315411001443863
0.03692976693216314,0.5131784677505493,0.0575096532702446,0.02578940987586975,0.08445800840854645
0.0601842329201354,0.5976612567901611,-0.02622053027153015,0.01701701432466507,0.043127138167619705
0.09243144675727473,0.7098245620727539,-0.008226875215768814,0.133851557970047,0.029417987912893295
0.10293898093333828,0.7098245620727539,-0.008226875215768814,0.133851557970047,0.029417987912893295
0.11543831394470057,0.7098245620727539,-0.008226875215768814,0.133851557970047,0.029417987912893295
0.1250346628375982,0.7098245620727539,-0.008226875215768814,0.133851557970047,0.029417987912893295
0.13179619284808125,0.7098245620727539,-0.008226875215768814,0.133851557970047,0.029417987912893295
0.14201028234182303,0.7098245620727539,-0.008226875215768814,0.133851557970047,0.029417987912893295
0.14444501447236757,0.7098245620727539,-0.008226875215768814,0.133851557970047,0.029417987912893295
0.16157423410709038,0.689893364906311,0.015067391097545624,0.13845843076705933,0.008066188544034958
0.1747949549848697,0.689893364906311,0.015067391097545624,0.13845843076705933,0.008066188544034958
0.2009155873161907,0.689893364906311,0.015067391097545624,0.13845843076705933,0.008066188544034958
0.21832115104121336,0.689893364906311,0.015067391097545624,0.13845843076705933,0.008066188544034958
0.2567278101656234,0.689893364906311,0.015067391097545624,0.13845843076705933,0.008066188544034958
0.348322841738534,0.689893364906311,0.015067391097545624,0.13845843076705933,0.008066188544034958
0.3506537264435611,0.689893364906311,0.015067391097545624,0.13845843076705933,0.008066188544034958
0.41250631470264604,0.6961681842803955,0.03782451152801514,0.14310485124588013,0.019617699086666107
0.4315720986702932,0.6961681842803955,0.03782451152801514,0.14310485124588013,0.019617699086666107
0.4463314773668641,0.6930211782455444,0.03641000762581825,0.14273770153522491,0.02115105837583542
0.4549469344066566,0.6930211782455444,0.03641000762581825,0.14273770153522491,0.02115105837583542
0.5885558132160722,0.7344882488250732,0.0529523566365242,0.1584089696407318,0.005927570164203644
0.6067865799912099,0.7344882488250732,0.0529523566365242,0.1584089696407318,0.005927570164203644
0.6187637526404158,0.7344882488250732,0.0529523566365242,0.1584089696407318,0.005927570164203644
0.6325984924091337,0.7344882488250732,0.0529523566365242,0.1584089696407318,0.005927570164203644
0.6409912932837141,0.7344882488250732,0.0529523566365242,0.1584089696407318,0.005927570164203644
0.6637268396184935,0.7138924598693848,0.055499348789453506,0.23143264651298523,-0.03372631594538689
0.7645002101508427,0.788599967956543,0.0649321973323822,0.17502117156982422,-0.011292681097984314
0.7713676449144661,0.788599967956543,0.0649321973323822,0.17502117156982422,-0.011292681097984314
0.7865204754585583,0.7374904155731201,0.07472279667854309,0.16299393773078918,-0.014759242534637451
0.7916808755367049,0.7374904155731201,0.07472279667854309,0.16299393773078918,-0.014759242534637451
0.8941692521126753,0.7374904155731201,0.07472279667854309,0.16299393773078918,-0.014759242534637451
0.9340421034842178,0.7943347096443176,0.041310571134090424,0.1481274515390396,-0.013619307428598404
0.9620084676691014,0.7943347096443176,0.041310571134090424,0.1481274515390396,-0.013619307428598404
1.012996439129336,0.7618072032928467,0.025986045598983765,0.17679376900196075,0.018992654979228973
1.0711178386726927,0.7618072032928467,0.025986045598983765,0.17679376900196075,0.018992654979228973
1.1070919138184154,0.7618072032928467,0.025986045598983765,0.17679376900196075,0.018992654979228973
1.1245540118759232,0.7618072032928467,0.025986045598983765,0.17679376900196075,0.018992654979228973
1.1344160785517416,0.7618072032928467,0.025986045598983765,0.17679376900196075,0.018992654979228973
1.2425833702920785,0.7618072032928467,0.025986045598983765,0.17679376900196075,0.018992654979228973
1.2595363537261792,0.8227711915969849,0.050458140671253204,0.18573932349681854,0.02752314880490303
1.2638809502583863,0.8227711915969849,0.050458140671253204,0.18573932349681854,0.02752314880490303
1.281317162572414,0.8227711915969849,0.050458140671253204,0.18573932349681854,0.02752314880490303
1.283969543059392,0.8227711915969849,0.050458140671253204,0.18573932349681854,0.02752314880490303
1.4351887191812513,0.8227711915969849,0.050458140671253204,0.18573932349681854,0.02752314880490303
1.4701352433744395,0.8227711915969849,0.050458140671253204,0.18573932349681854,0.02752314880490303
1.4817886819576216,0.8227711915969849,0.050458140671253204,0.18573932349681854,0.02752314880490303
1.77482431293768,0.8516596555709839,0.09254370629787445,0.17706996202468872,0.014593906700611115
1.8125001255959705,0.8516596555709839,0.09254370629787445,0.17706996202468872,0.014593906700611115
1.9212114725383371,0.8272356986999512,0.11302976310253143,0.16624857485294342,0.02982514724135399
2.0672969214239933,0.7945411205291748,0.13034090399742126,0.19653737545013428,0.061903420835733414
2.217251516535818,0.8261817693710327,0.12798213958740234,0.17349553108215332,0.05939028412103653
