,mean,sd
Person.const_buyBeef,0.5090160059599079,0.2747071321346222
Person.const_buyBread,0.5089625185228278,0.30214208944283183
Person.const_buyFlour,0.5258125307514627,0.2661766937762323
Person.const_buyFuel,0.4916170912683641,0.2655282995934379
Person.const_buyLand,0.5113476508337998,0.2916048096680634
Person.const_buyMu,6.215840513843887,2.922241852432606
Person.const_buyOil,0.4957431619267728,0.2834463434304046
Person.const_buySigma,5.886774410699958,2.665114589358636
Person.const_buyWheat,0.5017586052064277,0.265558927979048
Person.const_consumeBeef,0.488502997981695,0.2976419250738082
Person.const_consumeBread,0.5090940288475783,0.30647761493989484
Person.const_consumeFlour,0.4731432799880205,0.29563649819879795
Person.const_consumeFuel,0.49998955778217624,0.2984502190383695
Person.const_consumeMu,5.987211467022138,2.8902038017523424
Person.const_consumeOil,0.5115716307063127,0.29206674260106447
Person.const_consumeSigma,6.108247332593155,2.897409371018838
Person.const_consumeWheat,0.5587514166161455,0.2771574688257156
Person.const_enjoyBeefMu,515.8525075322373,291.67930086347155
Person.const_enjoyBeefSigma,463.16024641835133,289.86429053667825
Person.const_enjoyBreadMu,491.38109796935385,292.1731098894686
Person.const_enjoyBreadSigma,445.7671958031228,287.62565920691725
Person.const_enjoyFlourMu,463.36343945628386,279.17856573324593
Person.const_enjoyFlourSigma,543.1673059223432,276.3221766454958
Person.const_enjoyFuelMu,517.2273473484313,299.8118312542817
Person.const_enjoyFuelSigma,513.8027383651888,282.28471740918064
Person.const_enjoyOilMu,509.25898235345204,287.2009122944967
Person.const_enjoyOilSigma,529.3476265251722,267.2305854997064
Person.const_enjoyWheatMu,477.493068199494,290.01933086374186
Person.const_enjoyWheatSigma,504.6641416901145,291.3255082187976
Person.const_femaleActiveMu,0.5584500710753284,0.27352890254727774
Person.const_femaleActiveSigma,0.4956340811950726,0.3046794389591031
Person.const_femaleBonusSalMu,486.5501257760951,281.3163687806003
Person.const_femaleBonusSalSigma,514.7600876133397,310.45366977759386
Person.const_femaleEduMu,5.236059080127421,2.790236220437374
Person.const_femaleEduSigma,5.283846966964106,2.9550380974883246
Person.const_genderMu,0.4995903345896156,0.29414877033395553
Person.const_genderSigma,0.5334443079140757,0.29360528836141164
Person.const_maleActiveMu,0.5233050347112979,0.2845130975325557
Person.const_maleActiveSigma,0.5245675637998354,0.2563343974141383
Person.const_maleBonusSalMu,502.17051589938933,293.27874413417896
Person.const_maleBonusSalSigma,446.1005887081807,273.3220869355692
Person.const_maleEduMu,4.61660866121231,2.8617588503796116
Person.const_maleEduSigma,5.064837507770818,2.7702017819539826
Person.const_number,534.272,254.3053209338157
