,mean,sd
Person.var_capitalMu,53534457.34737223,50282403.06285645
Person.var_capitalSigma,40810422.61739796,43086363.76504385
Person.var_happinessMu,-1017.3307630804363,10669.795576089196
Person.var_happinessSigma,12119.388478025487,11209.46848158642
Person.var_salaryMu,701723.756849649,373923.64777809684
Person.var_salarySigma,304836.29343976686,190906.75100080535
Person.var_total_value_destroyedMu,7092426.2373740785,20480693.58081355
Person.var_total_value_destroyedSigma,15454339.523079865,30501445.8605093
